,lat,lng
81130090,-25.5069022,-49.3129856
81750340,-25.5154321,-49.2347341
81560210,-25.4828778,-49.2179472
80050370,-25.4357132,-49.249959
86185460,-24.9544285,-53.4383041
87075090,-23.4078899,-51.4527065
84051610,-24.9629817,-53.5142664
82650010,-25.381031,-49.2407874
86072280,-23.5691876,-51.4611071
87033430,-25.4924993,-49.2596827
83501000,-25.3152974,-49.3020055
83312080,-25.460063,-49.1642889
86066310,-23.3172157,-51.2210907
87080480,-25.4977834,-49.3393145
83022400,-25.6274135,-49.2181707
86031650,-25.3801095,-49.2379396
86808410,-22.9245697,-53.1431284
81230350,-25.4583228,-49.3414769
87504200,-23.2982828,-52.0230833
87518000,,
85869210,-24.1421149,-49.8259123
81935010,-25.5516273,-49.2553659
86063015,-23.3094173,-51.1937607
85806030,-24.9627818,-53.5027609
84043070,-25.1400711,-50.158592
87480000,,
83326310,-25.4053501,-49.1822344
84033166,-25.1239642,-50.1053811
84053360,-25.4099293,-49.2178374
82110320,-25.3892754,-49.2851552
85508016,-25.2086467,-50.9910559
87205020,,
86183470,,
85601090,-26.0920277,-53.0510584
86605286,-23.3217646,-51.3772202
81570130,-25.4794822,-49.2359773
82210000,-25.3487751,-49.2650002
81110130,-25.4985569,-49.2895168
87043627,-23.4135808,-51.8960773
87035430,-23.3867808,-51.8979699
86076090,-23.2849737,-51.1804626
86802130,-23.5612295,-51.4660946
83860000,,
86046050,-24.2764259,-53.8246963
81270102,-25.4556089,-49.35241
82720200,,
85810030,-23.3961475,-51.9285071
83025250,,
84165220,-23.3087549,-51.1576751
85909660,-24.7414259,-53.7341652
81630060,-25.4787972,-49.2554829
87083470,-23.3857298,-51.9608171
86895000,,
83404644,-25.3519835,-49.1969122
83326400,-25.409036,-49.1738136
81810430,-25.5029416,-49.2743012
85862622,,
82630390,-25.3691988,-49.2089854
82820470,-25.4193754,-49.2239713
82020320,-25.3989865,-49.3159998
83190971,,
83411360,-25.4571322,-49.20081
81260110,-25.481772,-49.3520248
81280120,-25.4401694,-49.3580826
87053515,,
82640350,-25.1166197,-50.155327
85870040,-24.9530082,-50.1155002
83055425,-25.4784409,-49.1683822
81920550,-25.5421313,-49.2573546
84036140,-25.1187197,-50.1480833
86035505,-19.0396752,-46.1446734
85856480,-23.6492328,-52.6224167
83050000,-25.5085099,-49.1767826
83404640,-23.4127273,-51.9197871
85818750,-24.9523899,-53.4072855
85817598,-23.3013085,-51.1964532
85817550,-23.3068382,-51.2040577
84020010,-25.4440069,-49.1838801
83820611,-25.4002982,-51.4471263
87080175,-26.0741616,-53.7285083
81630090,-25.4916288,-49.2520201
84272030,-24.9530082,-50.1155002
86701802,-23.3934412,-51.4372903
81010340,-25.4794268,-49.2881674
80530260,-25.417808,-49.2645208
80510010,-25.4264954,-49.2765519
85503320,-26.2073854,-52.6907747
85813710,-25.4291232,-49.2493839
87706150,-3.9208949,-38.3847381
82920000,-23.39471,-51.9305217
85853420,-23.5553302,-51.4252831
80420100,-25.4407867,-49.2834143
82950300,-25.4535781,-49.2154915
87020350,-23.3978079,-51.9389534
83370000,,
85814770,-23.3874152,-51.9714418
82410030,-25.3924418,-49.3347917
86045680,-23.3728956,-51.1575002
80240130,-25.445549,-49.2865782
85025030,-25.3899329,-51.4976584
81200150,-25.4415964,-49.3186931
86706178,-23.3755287,-51.4145119
85020020,-24.2953658,-53.845948
84045100,-25.1338512,-50.1544233
81880300,-25.5380573,-49.2958139
84010340,-25.095675,-50.1589304
83700971,,
82820290,-25.4129728,-49.2034682
83215510,-24.2741298,-53.8522937
80010000,-25.4323917,-49.2691736
81450010,-25.4896116,-49.354087
85505100,-26.2341762,-52.6601208
83115970,-25.6998387,-49.1473863
87023486,-23.3899335,-51.9364385
85060270,-25.4451174,-49.4494607
86187060,-23.3048073,-51.2182961
84263170,-25.5560951,-49.180792
81460357,-25.548971,-49.3404868
83020230,-25.5546857,-49.2002197
85812000,-26.0731597,-53.7257579
83206295,,
86182590,-25.4047686,-49.2127946
83075280,-25.52735,-49.0989512
86707825,-23.4341426,-51.4291567
83501620,,
83411540,-25.3434505,-49.164026
87220000,,
81010090,-25.475934,-49.2675929
86187010,-23.3084058,-51.2189981
81920590,-25.5399096,-49.2575103
85817720,,
81350610,-25.510638,-49.3349639
86047125,-23.3440139,-51.1569969
86039240,-23.3255098,-51.1375738
83311250,-25.4562122,-49.1491026
81130200,-25.5135713,-49.2952143
81850600,-25.5429869,-49.2443175
37170972,-21.0895602,-45.5642919
82810210,-25.4399722,-49.2106112
82820230,-25.0865515,-50.1949809
86602444,-23.2876397,-51.378524
85859080,-25.5271092,-54.5389793
85806320,-24.9722036,-53.5014547
87040210,-23.4126133,-51.911843
83870000,,
83212000,-23.4173471,-51.9291904
85814230,-25.4643286,-49.1887463
83708570,-25.5882351,-49.3861304
84172590,-24.8031003,-49.9964466
81520110,,
87060600,-23.4564797,-51.9509714
80030320,-25.4176884,-49.2606914
81070160,-25.4757731,-49.3033306
86606048,-23.3329435,-51.3937764
85814397,-24.2763771,-53.8426447
83310390,-25.4630957,-49.1307834
86084610,-23.256752,-51.1520926
86037832,,
83507270,-25.3148125,-49.3032494
83601380,,
87023462,-23.3832184,-51.9358393
82970270,-25.4734941,-49.200454
86083000,-23.2625341,-51.1753402
85862460,-25.4751685,-54.5061027
82520500,-25.4196178,-49.2328124
87043150,-23.4020452,-51.8968289
86140000,,
87155000,,
85065580,-25.3818009,-51.4507136
87025775,-23.3753768,-51.9253756
81650120,-25.4901195,-49.2319664
81150230,-25.5202197,-49.3071615
81470096,-25.5666603,-49.3274938
86046240,-26.4718724,-52.0105624
85804400,-24.2762043,-53.849784
80060050,-25.433185,-49.2647784
85859667,-23.2637529,-51.1478282
83212260,,
86010520,-23.3176657,-51.1679512
83323200,-25.4375611,-49.1989441
86701450,-23.4048484,-51.4353004
87047405,,
84266410,-25.8008433,-48.5381862
85863730,-25.5176844,-54.5695326
87030150,-23.4157394,-51.9285462
85027250,-25.4092451,-51.4967928
85807080,-24.2350285,-51.6759891
83709820,-23.4039924,-51.9317835
81170700,,
86076140,-23.2858739,-51.1804712
85430000,,
86385000,,
81820210,-25.5182682,-49.2804863
85867489,-25.4659013,-54.5989221
86705698,-23.4083636,-51.4158688
82310380,-21.8564221,-47.4546255
87050410,-23.4304892,-51.913301
85864320,-25.5176844,-54.5695326
87045230,-23.4242705,-51.9051049
81810200,-24.2978416,-53.8445165
81020330,-25.4894451,-49.2858925
83314245,-25.4529356,-49.1547573
85565000,,
86187020,-23.3064829,-51.2200829
86040150,-25.4430634,-49.2257702
86935000,,
81460310,-25.5487136,-49.3399343
85803610,-25.3921263,-51.4742657
84053040,-25.0877486,-50.1791562
84072310,-25.0489948,-50.1634735
81330170,-25.4886652,-49.3234099
83403310,-23.2872834,-51.2468353
86702420,-23.3895318,-51.4504634
85824000,,
86087566,-23.2612702,-51.1401372
86606298,-23.3421572,-51.3957727
85862438,-25.4814818,-54.5121944
81820050,-25.5200683,-49.2888655
86703500,-23.3924309,-51.4128495
81925105,-25.5482275,-49.2628584
83501380,-25.4740293,-49.3246793
87230000,,
82015630,-25.4153021,-49.3391065
87040200,-23.4126259,-51.9135626
87065360,-23.4439373,-51.9732657
87035240,-23.3935142,-51.9118144
85602010,-26.0724641,-53.0569638
86042330,-23.3680264,-51.1471206
85856656,-25.5467482,-54.5463759
84550000,,
87080680,-24.2735676,-53.8314116
81490372,-25.5963383,-49.3341025
80030410,-25.413646,-49.2572077
80250000,-25.4405414,-49.2740112
83331040,-25.443448,-49.1546077
81240378,-25.4698168,-49.3249134
86188630,-23.2936841,-51.2126974
83406030,-25.3504584,-49.189528
87114000,-23.4336023,-51.8840617
86038399,-23.3274632,-51.1174905
87630000,,
86805050,-23.2747653,-51.046893
86061060,-23.308838,-51.1791905
86086090,-23.2485777,-51.1382075
81460208,-25.5327437,-49.3325283
83408545,-25.3630163,-49.1750825
85814740,-24.9193208,-53.4236746
86183450,-23.2759784,-51.2572686
83060800,-23.3270448,-51.2281048
81920190,-25.5429383,-49.2548367
81200110,-25.4455307,-49.3543563
85804440,-24.9889016,-53.498222
80240210,-25.4676757,-49.2932511
86085340,-23.2472883,-51.1439561
82200530,-25.3487751,-49.2650002
81810000,-25.5189045,-49.2704418
83490972,,
83708540,-25.590076,-49.3847932
82520260,-25.4156538,-49.2371524
85302093,-26.9073527,-49.1445593
84063070,-22.8659951,-51.3876477
85818150,-24.9657927,-53.408327
84073120,-25.0570036,-50.1574506
83504470,-25.3409507,-49.2672212
83705460,-25.8125294,-48.5434909
82025280,-25.422228,-49.3195131
85852060,-23.3165784,-51.1705128
81450360,-25.2044899,-51.0000455
86192085,-25.3852141,-49.2300809
83508580,-26.0592312,-53.7282761
81030410,-26.4742554,-51.9730262
80240031,-25.4456297,-49.2785075
84507000,,
81490270,-25.5883699,-49.32698
80810340,-25.4181586,-49.2936365
80320040,-25.4585954,-49.2900984
86061270,-23.3185124,-51.1790672
81900050,-25.5369359,-49.2750018
85804030,-24.977223,-53.4650589
87023100,-23.3934379,-51.9342489
85303510,-25.5212721,-49.1692164
83410280,-24.1896713,-52.9707054
81330400,-25.482486,-49.3231904
83570970,-23.4228023,-51.9382862
80230000,-25.4393819,-49.2667965
81250490,-25.4832078,-49.3392371
85027350,-24.0845469,-46.6002042
87640000,,
85806068,-24.9492108,-53.5030153
86708030,-25.4200908,-49.3632898
81935301,,
87075050,-23.3942893,-51.9685807
81320000,-25.4776426,-49.3112977
86181100,-23.4239085,-51.901391
82515230,-25.399414,-49.23024
81520380,-25.4663509,-49.2421052
87502100,-25.5575232,-49.1807306
87025715,-23.368538,-51.9326316
83035030,-25.5277817,-49.2095965
87200408,-25.6699184,-48.4576362
84051030,-25.4559577,-49.2746693
86826000,,
83020150,-25.1047751,-50.1786093
87112010,-23.3815229,-53.2821604
86719000,,
87200137,-23.3443369,-52.1127689
81670070,-25.5012252,-49.2431376
83820476,-24.2335754,-51.6540012
84064540,-24.963351,-50.1093112
81450192,-25.4989649,-49.3532971
81920290,-25.5450051,-49.2576676
85858270,-25.5315854,-54.5455329
89745000,,
81935158,-25.5557626,-49.2577274
85862497,-25.476158,-54.4998904
86220000,,
84250000,,
83326470,-23.3971083,-51.8362593
81050450,-25.4882762,-49.3126777
80740200,-25.4441878,-49.3116564
83709828,,
87070340,-25.148611,-50.1707134
86084800,-23.4187595,-51.4332539
84168170,-24.7765847,-50.0102701
86035301,-26.3553779,-52.8661671
84021520,-24.9781027,-53.505355
85856600,,
83331220,-25.4461323,-49.1632001
81270450,-25.4467249,-49.3483795
82800140,-25.4317936,-49.2248004
85852180,-25.5453464,-54.5753264
87030050,-23.4157153,-51.9261578
85856455,-25.5441521,-54.5411315
82940070,-25.4596547,-49.2146159
83825160,-23.5553302,-51.4252831
83005570,-25.5543039,-49.2028332
86044120,-23.3785746,-51.1306961
83607430,-25.4323691,-49.4992714
86115000,,
81050422,-25.4852769,-49.3088615
84174275,,
80630080,-24.1945345,-52.9805789
83404680,-25.3563396,-49.2031209
87112250,-24.9474704,-50.1076376
83203070,-25.5103294,-48.5247692
83702240,-25.5932763,-49.4038491
84120000,,
85858140,-25.4002982,-51.4471263
87506475,-23.7880669,-53.3263334
81170340,-25.5140094,-49.3329168
81230090,-25.4643859,-49.3410642
87024222,-23.3682834,-51.9488135
87040300,-23.4151187,-51.9073667
85825000,,
87711560,,
81770360,-25.5241181,-49.229072
83322330,-25.394985,-49.2054535
87340971,-25.4293386,-49.2711882
83116000,-25.6984762,-49.1434914
85015060,,
80540260,-25.5485968,-48.5612326
87055430,-23.4524893,-51.9119239
84178360,-24.8110867,-49.9977809
85804115,-23.4618397,-51.8741779
83252000,,
85806050,-24.9603535,-53.504599
80230110,-25.4398386,-49.2675784
83035000,-25.5254094,-49.206487
87112600,-23.456313,-51.8850303
87005190,-23.3808955,-50.8377657
85869310,-23.618465,-53.1995857
86066100,-23.3121436,-51.2123883
85869040,-25.8284577,-48.5524622
83020210,-23.4588567,-52.0375799
85053090,-25.3518796,-51.4922799
86605666,-23.3344684,-51.3871872
79925000,,
84031349,,
81940305,-25.5888403,-49.275289
84266040,-23.3847006,-51.8993214
84061280,-25.0908935,-50.2051218
82980195,,
81010370,-25.4838465,-49.2860969
85025080,,
86039110,-23.3181378,-51.1496609
80730320,-25.432966,-49.3027186
86030000,-25.6653642,-49.3242833
82650280,-25.3759127,-49.2495631
83321230,-23.4179325,-51.9499389
85815370,-23.5553302,-51.4252831
83751972,-25.3993786,-49.1942886
84269250,-23.6689765,-46.4233414
83402500,-25.3355461,-49.2178702
83706000,-25.5424663,-49.3952228
85858295,-25.5238351,-54.5463823
87020200,-23.7705788,-52.4527367
87083025,-23.3958377,-51.9555602
81710410,-25.5027959,-49.2579505
83705030,-25.5700633,-49.4002819
83410030,-24.255373,-51.6742482
83301030,-25.4528379,-49.0777371
87020440,-23.4018978,-51.9474896
87033320,-25.2624081,-49.2993841
85801150,-23.4213254,-51.957449
86044414,-23.390329,-51.1301603
83507240,-25.3378479,-49.2978398
86065160,-23.3021166,-51.2020233
83326717,-25.3956453,-49.1878637
86106000,,
85867633,-25.4602591,-54.5834545
83210016,-25.5313796,-48.5439777
83411350,-23.4517166,-51.9596432
86036340,-23.3121456,-51.1276866
80630220,-24.1894118,-52.9734171
82810560,-25.4417641,-49.2065934
85855145,-26.3553156,-52.8695644
87023410,-23.3791405,-51.9381554
83065570,-25.5271811,-49.1475836
82300490,-25.4147478,-49.3401174
84051240,-25.1066906,-50.187184
85802200,-25.512479,-48.5043223
85010000,-25.0252185,-50.5843844
87080690,-26.353638,-52.872579
81010030,-25.4708703,-49.2702966
87507375,-24.2764259,-53.8246963
81490650,-25.5898411,-49.3235223
82940300,-25.4554592,-49.2012197
82020280,-23.5163842,-46.4806601
84035180,-23.3129049,-51.1705828
85810051,-23.6176263,-53.3810243
81830050,-25.5125363,-49.2702101
83408040,-25.3743401,-49.1893942
85020450,-25.4134118,-51.4883825
80420190,-25.425157,-49.2878916
81010230,-25.480103,-49.2742453
80215220,-25.4521679,-49.2529471
80010210,-25.4326397,-49.2643612
85812010,-24.2559159,-49.7080541
85027010,,
84235000,,
82720000,-25.3610223,-49.2301442
85817710,-24.93873,-53.4008574
85857188,-25.4676757,-49.2932511
80050330,,
81480188,-25.5580055,-49.3336681
84025160,-25.0867746,-50.1276824
80220360,-25.4627036,-49.257547
83322220,-25.0490373,-50.2363865
85856050,-24.286886,-53.8296428
87013260,-23.2969063,-51.203724
85070110,-25.3944662,-51.4530917
87030450,-25.4902728,-49.2136003
84073180,,
81770540,-25.5289418,-49.2323806
83325260,-25.5372294,-49.2680362
80520260,-25.4223364,-49.281945
87114090,-23.4213254,-51.957449
81900130,-25.5353788,-49.283017
86038736,-23.3318161,-51.1166354
85040060,,
86225000,,
80240050,-25.4511451,-49.2837404
85807640,-22.859965,-47.150346
87040250,-23.4143837,-51.906876
87509310,-24.3224312,-50.6353796
84026220,-25.1029706,-50.1408513
83820228,,
80060150,-24.296262,-53.8332556
83010160,-25.3738327,-51.4774463
80710120,-25.4227228,-49.2966512
85811250,-24.9385632,-53.4719551
83601230,-25.4672286,-49.5274561
84010370,-24.296262,-53.8332556
87707030,,
83055574,-24.1945415,-52.970879
85708000,,
87709280,,
87083000,-23.4002702,-51.923923
86035480,-23.3088867,-51.1296641
86806668,,
81810390,-25.5020289,-49.2770224
85819210,-24.9899613,-53.447419
83075270,,
80050380,-25.4373106,-49.240548
87535970,-23.7268103,-53.4894182
84035310,-25.1121192,-50.1509006
83701080,-25.5985728,-49.3955731
80420030,-25.4382569,-49.2865199
86020400,-23.3144377,-51.1679638
83602230,-25.4759151,-49.5552
87305050,-25.7963908,-48.545328
87960000,,
86812844,,
87083450,-23.3870012,-51.9606917
85040120,-25.3711813,-51.4982056
84600130,-25.1953308,-49.3125919
84070340,-23.3246522,-51.1413026
86703055,-23.4028511,-51.4315191
87083695,,
80010110,-25.4380421,-49.2703772
83601580,-25.460638,-49.514499
84970000,,
86030110,-23.2957039,-51.1353634
82560030,-25.390023,-49.2437268
87030160,-23.4152029,-51.9300841
83703420,-25.5779353,-49.4038288
81560590,-25.4952287,-49.2116248
81470130,-25.563832,-49.334605
84025350,-23.3109407,-51.1564189
81490050,-25.6207872,-49.3556654
85860460,-25.4982367,-54.558858
87506310,-23.782636,-53.3147077
80620110,-23.3357485,-52.0910455
83311071,-25.4584801,-49.1480862
87508225,-23.4360471,-51.9496688
81310070,-25.4975891,-49.3213912
86044625,-23.3888613,-51.1186469
87020340,-23.4050032,-51.9303176
85816070,-25.5345276,-49.2909496
86707000,-25.1449908,-50.1693775
85855105,-23.4517166,-51.9596432
81010350,-25.4812286,-49.2839297
80330300,-25.468753,-49.305747
83015080,-25.5560951,-49.180792
80030390,-22.999021,-51.1945763
80740280,-25.4397291,-49.31704
85817030,-25.5485968,-48.5612326
82860360,-25.3831609,-49.1953478
85854350,-25.5736735,-54.5672486
86085475,-23.2531407,-51.1424814
84016030,-25.4924993,-49.2596827
87709180,-23.7381095,-52.858664
81470276,,
83707065,-25.5378743,-49.3626204
84030080,-25.0886253,-50.1242298
83405160,,
81590564,-25.4880152,-49.1996231
81810590,-25.5095144,-49.2723499
84060380,-25.1079242,-50.2223448
86055701,,
81935383,-25.1449613,-54.2932324
86812460,-25.3659454,-49.1995884
86800110,-23.5498171,-51.4574629
86187030,-25.5587019,-49.2591207
81935307,-29.1939432,-51.2095843
87080605,-23.4003183,-51.9593491
83406310,-25.3597722,-49.1935847
85804660,-24.9859602,-53.5120159
81830250,-25.5190754,-49.2663011
85852000,-23.7673183,-52.4621161
83323310,-25.7380471,-48.4961686
87020035,-23.4251255,-51.9107031
83330210,,
86082130,-24.2674175,-53.8433019
85859666,-25.5092625,-54.537343
84025340,-23.7705788,-52.4527367
83221360,-25.4642666,-49.280397
85859316,-26.4705917,-52.0118718
85855550,-25.5745933,-54.5780029
84010045,-25.0989459,-50.1655223
85508056,-25.4306546,-49.2702182
81480060,-25.5646067,-49.3129245
86015540,-23.3318227,-51.1570577
84020020,-25.0899896,-50.1517021
85858060,-25.520756,-54.5571354
85507425,-25.2335067,-49.303694
81830190,-25.5149786,-49.2674631
87053650,-23.4659459,-51.9265473
87014000,-25.1200808,-50.1519901
86015470,-23.3288564,-51.1563797
81230395,-25.4626651,-49.3398363
85869990,-25.3993786,-49.1942886
83609170,-25.3264266,-49.235321
85859070,-25.527109,-54.5383538
85230000,,
83075556,-25.5455892,-49.0828323
80610280,-25.471324,-49.292618
81925576,-25.5511188,-49.2684964
81920680,-25.5456396,-49.2685409
86803000,-25.7992175,-48.5375902
87508156,-23.7765978,-53.3285552
83602130,-25.4560217,-49.1954841
85301100,-25.4088149,-52.4098015
81240270,-25.4742432,-49.3394284
86945000,,
86040380,-23.3424798,-51.1383194
85807450,-24.1170061,-49.4726431
86604240,,
83330030,-23.5601873,-51.4635272
84030376,-25.0804996,-50.1063956
83215220,-23.5383287,-51.4401862
86605568,-23.3271097,-51.3844108
83514620,-25.4646642,-49.1993099
84043220,-25.6802756,-49.2956123
85868070,-25.1427826,-50.1749229
81150090,-25.5128356,-49.3026315
81530150,-25.4557992,-49.227944
86705500,-23.415366,-51.3630021
85601275,-26.0873189,-53.0488809
81490170,-25.5874453,-49.3241454
80215210,-25.4502991,-49.2554054
82540230,-25.3833076,-49.248198
87509670,-23.1954366,-50.7957327
85811340,-26.3473059,-52.8526162
85869560,-23.4008698,-51.9029904
81750180,-25.5159246,-49.2442781
81570030,-25.4754524,-49.2387165
83060090,-25.4762615,-49.1510344
85507080,-25.8014392,-48.5380645
83405290,-25.4100042,-49.2398751
85904220,-25.0841326,-50.1611679
86802730,,
81770260,-25.5272558,-49.2398739
81150150,-25.5144881,-49.3043802
81820160,-25.5207787,-49.2748727
85070290,-25.3902457,-51.4488597
83829414,-25.8150567,-48.5463097
87060672,-23.4542937,-51.9353105
82220660,-25.3556225,-49.2771146
85862240,-25.4982367,-54.558858
87111161,-23.4471001,-51.8734948
83705000,-23.3863421,-50.8403193
80320070,-25.4602061,-49.2938415
83305300,-25.4591461,-49.0463882
83402470,-25.3379316,-49.2190665
83322030,-23.3951663,-51.8960348
83414430,-25.2919355,-49.2382664
81850462,-25.5369382,-49.2495536
81770600,-25.5262975,-49.2474942
81830020,-25.5122558,-49.2662323
81850120,-25.5294472,-49.2498738
82800270,-25.4381008,-49.2311629
82130390,,
87113060,-23.4296299,-51.8991847
81200540,-25.4359283,-49.3448354
87282000,,
83605160,-25.449034,-49.0550033
85854240,-23.3032972,-51.3941625
83085547,-26.4956499,-51.9940708
87308320,-24.0211262,-52.3720524
85802140,-24.9329777,-53.463951
87023530,-23.3862634,-51.9371422
83045240,-25.5134793,-49.1876847
82520550,-25.4144646,-49.229208
80040130,-25.4216522,-49.2423531
82990042,-25.4705199,-49.1971585
87502350,-23.7630436,-53.2854298
87025500,-23.3833153,-51.9191404
85803430,,
82540080,-25.3876174,-49.2520965
87053335,-23.4524819,-51.9207876
80740630,-25.4431038,-49.3159522
85853520,-24.9879049,-53.4693871
81580490,-25.5050668,-49.2147112
87083520,-23.3821758,-51.9518656
86047670,,
86045310,-23.3678117,-51.1604321
85509340,,
83328150,-25.418658,-49.1491324
86803540,,
86604050,-23.3188766,-51.3817981
84535000,,
82300140,,
82600290,-25.3913152,-49.2200107
81350647,,
81570530,-25.4812945,-49.2265483
82120160,-25.3959219,-49.2810314
83709410,-23.3205872,-51.3936784
85502460,-23.3994749,-51.9133875
82930220,-25.4588093,-49.2061537
20750260,-22.8736682,-43.3010662
20765171,-22.8759461,-43.2661246
24440090,-22.6770025,-43.4497544
25964100,,
28027321,-21.7749607,-41.3165188
20755170,-22.8894191,-43.2948263
28025110,-21.7890275,-41.3285973
28613140,-22.293642,-42.5310242
23550170,-22.2395555,-43.7038705
28015150,-21.7645512,-41.3051224
28093070,,
25880000,,
28013570,,
20241220,-22.9202866,-43.1815614
21910055,-22.7929544,-43.1782666
26220690,-22.7566041,-43.4377628
21031320,-22.8497219,-43.2577324
21620000,-22.8313146,-43.4031394
27278450,-22.93004,-42.0380613
28820000,,
27288010,-22.4668267,-44.0957425
21911430,-22.791878,-43.1691127
28080296,-21.7477464,-41.3193895
28905000,-22.8800485,-42.0194026
28915410,-22.8764047,-42.0269852
21660570,-22.9297796,-43.67589
28906110,-22.1065537,-41.4615407
28020100,-21.7809347,-41.3023924
25570672,-22.7474423,-43.6941979
20785293,-22.8833829,-43.2672964
28013015,-21.7589771,-41.3098948
21640260,-22.8272068,-43.3910561
22011001,-21.7340764,-41.3107775
28380000,,
28860000,,
25805024,-22.2481214,-43.1050774
24742320,-22.8414035,-43.0005324
25959090,-22.4451798,-42.9780803
24030340,-22.8816719,-43.110029
21770230,-22.8882544,-43.4416317
21610570,-22.8655845,-43.3696186
21331620,-22.8743296,-43.35763
24110520,-22.8771979,-43.0978594
28013266,-21.7583576,-41.3155894
20250060,-22.918088,-43.2074925
24732055,-22.8272873,-42.9782657
25625000,-22.5114704,-43.1776394
28073730,-22.4098987,-44.3143791
25630405,-22.5231209,-43.1623303
25960675,-22.4335579,-42.973837
21735390,-22.5005411,-43.2020403
28090020,,
28920000,,
28070650,-21.5369849,-41.077012
24425225,-22.8565967,-43.0970695
28430000,,
21350140,-22.8806293,-43.3273147
24902100,,
21380240,-22.8103229,-43.0308925
24230525,-22.8783498,-42.0178015
23585580,-22.9300498,-43.6319147
28920040,-21.7499203,-41.3507783
22071020,-22.9783313,-43.1919546
26530000,-22.7996604,-43.4162332
26540027,-22.8056756,-43.4039477
22231130,-22.5301013,-44.1544999
23912515,-11.618831,-61.112061
28626030,,
25510142,-22.7913496,-43.3758504
24340080,-22.9472996,-43.0329785
27522110,,
22451264,-22.9822342,-43.2411682
21241430,-22.8113929,-43.3027429
21930410,-22.8153424,-43.1838402
21842460,-22.8734478,-43.4846356
21720050,-22.8657458,-43.4425881
22631052,-23.0060501,-43.3398557
20080080,,
25730430,,
20761310,-22.8706622,-43.2990046
21520620,-22.8172527,-43.3630652
25770090,-22.25352,-43.0718
20911390,,
23045830,-22.9212348,-43.5632311
25954180,-22.4377789,-42.9418046
26010720,-22.3466824,-41.7642555
21330010,-22.8880169,-43.3740034
28030470,-22.0385203,-41.0456279
24456520,-22.860333,-43.4973634
28614380,-22.2933753,-42.5176966
25030050,-22.775104,-43.3107001
24120460,-22.885837,-43.0847496
26020280,-22.7376201,-43.4518357
24220110,-22.3883788,-41.778845
28650000,,
20771421,-22.8916713,-43.2826143
26433220,-22.6479321,-43.6534656
24110705,-22.8640571,-43.0854117
20770240,-22.8931641,-43.2827591
21321255,,
24431410,-22.4792763,-43.1730467
21875160,-22.87332,-43.4511238
21311282,-22.8901203,-43.3265024
23585815,-22.925171,-43.6404439
21050590,-22.8797665,-43.2633315
21020330,-22.8364446,-43.2788411
28030295,-21.7617091,-41.3453132
24230140,-22.9094015,-43.1068573
21720120,-22.2266906,-42.5287574
21235540,,
20920000,-22.8971501,-43.2319632
25953200,-22.4148132,-42.9627188
26556200,-22.7801857,-43.4379528
27277290,,
20211200,-22.8313378,-42.1039674
24722470,-22.8086209,-42.9581953
28053100,-22.9102104,-43.2048846
26551041,-22.7827176,-43.4258032
28907170,-22.8823055,-43.8151534
25680276,-22.4767581,-43.1721289
21311190,-22.8904912,-43.331669
21853050,-22.8532947,-43.4869012
21235111,-22.8509689,-43.3269749
20250460,-22.9240656,-43.2037788
23918545,,
24461561,-22.8037411,-43.0260954
28910140,-22.3861366,-41.7894144
23570042,-22.906995,-43.6904582
26455400,-22.6792844,-43.6006404
27210510,-22.3899058,-41.7984388
25055100,-22.6788835,-43.5791996
23550230,,
25550250,-22.3903485,-41.7851719
26193250,-22.74134,-43.3404647
24455320,-22.8050398,-43.0276368
27335040,-22.8899921,-42.4721408
22271020,-22.9543725,-43.1955952
24050030,-22.9878066,-43.3084193
22785050,-22.97724,-43.483374
20530090,-22.938669,-43.2440654
26040200,-22.8721204,-42.3449422
23010297,-22.8851962,-43.5098927
21720570,-22.8677438,-43.4463691
24110460,-22.8769528,-43.0561249
24340090,-22.9464353,-43.0292653
24734140,-22.8305676,-42.964353
23061010,-22.9075251,-43.6162518
23078030,,
24360100,-22.9219944,-43.0916308
25086330,-22.7885576,-43.2929457
26520770,-22.8063038,-43.4392071
22740010,-22.9384005,-43.348739
21235290,-22.8384763,-43.3342302
22753500,-22.9574317,-43.3314595
20970070,-22.8930418,-43.2577773
23025200,-23.0024521,-43.6296474
57055510,-9.6354312,-35.7399023
24140210,-22.8910703,-43.0884109
21380250,-22.8863828,-43.3162632
24460200,-22.8141257,-43.0478032
23065620,-22.8916073,-43.6446499
24875125,-22.7055293,-42.8866496
20250030,-22.9154994,-43.2061272
25231190,,
24743150,-22.8428125,-42.9988488
24445160,-22.8129952,-43.0323689
28911140,-22.8018021,-43.0163498
21010200,-22.8183248,-43.2933971
28912090,,
21770270,,
24110510,-22.8748228,-43.0904316
25710150,,
28633550,,
23058150,-22.4897021,-44.0757693
20911080,-22.8998389,-43.2381946
21832300,-22.8968802,-43.4934596
24330000,-22.8762402,-43.0331049
21010400,-22.7955442,-43.5504217
27943740,-22.3719084,-41.7876635
24120191,-22.8807604,-43.1048949
24900175,-22.91526,-42.8169648
22240005,-22.8348556,-43.6043027
20551230,-22.9134976,-43.2508175
23060440,-22.9078431,-43.612613
25845000,,
24030211,-22.9383687,-43.1765099
26515040,,
24040110,,
21370470,-22.8635138,-43.3101533
21330120,,
28920380,,
26276410,-22.7546241,-43.5747345
24220121,-22.9126044,-43.2160577
21540420,-22.8545993,-43.3459091
23028045,-22.9802784,-43.6653324
26135210,-22.9121689,-43.6138337
21545370,-22.8358462,-43.3432283
