,lat,lng
93285480,-29.7523523,-51.1660838
91030290,-30.0032816,-51.1789274
96210000,-32.2025986,-52.1766311
99074000,-28.2758398,-52.4045209
99970000,,
99500000,,
96508760,-29.793343,-51.1382598
93544360,-29.6952258,-51.0847912
97010000,-29.68608,-53.8085448
96890000,,
96700000,,
90090110,-30.0307867,-51.2524202
93425310,-29.7180658,-51.1141322
96845100,-29.4492387,-51.9888704
93214030,-30.8692229,-51.8234753
91787030,-30.1770992,-51.1722784
95745000,,
99900000,,
90850420,-30.0716751,-51.2238204
96830700,-27.6327819,-53.9453127
98995000,,
99920000,,
97110000,-29.6982298,-53.7279829
95670000,,
93990000,,
91140001,-27.6166709,-54.3031886
95690000,,
98865000,,
94890000,,
95096381,-29.1868089,-51.2028104
90650000,-29.9352618,-51.0346837
94852250,-29.9970608,-51.1961738
91720530,-30.088314,-51.213665
93800000,,
95030690,-29.1544848,-51.2104136
91225001,-30.0315763,-51.1345354
95630000,,
92990000,,
95560000,,
91120090,-29.9847851,-51.1349967
90230150,-30.0113383,-51.2042525
91330500,-29.7628872,-50.0152298
96505280,-29.9604714,-51.0938266
99010030,-28.2403016,-52.3750013
94750000,,
90035190,-29.3635766,-50.8145838
97060550,-29.7649306,-51.1185141
93600000,,
95052040,-30.1543048,-51.1700034
98130000,,
91230370,-30.019328,-51.125977
95096630,,
92010000,-29.9075831,-51.180079
90200100,-29.9763605,-51.1717015
93037330,-29.9816212,-51.0619337
95599000,,
95045390,,
97060040,-29.3652634,-50.8750956
91225050,-30.0264463,-51.134526
96400540,,
90010310,-28.6532593,-52.0763151
95096430,-29.1966735,-51.1942767
91250200,-30.0309184,-51.1091129
95088380,-29.1880317,-51.1663452
93212550,-29.8101314,-51.1666978
93052350,-29.7432459,-51.0984983
91787006,-30.1554171,-51.1801713
94940120,-29.7412161,-51.1495056
91260510,-30.0283421,-51.1179662
95555000,,
99955000,,
95054620,-30.1410032,-50.1921809
93950000,,
91550460,-30.0946675,-51.1325347
96600000,,
96170000,,
99660000,,
97340000,,
95588000,,
98170000,,
97970000,,
91180650,-29.6340629,-50.996526
94455001,-30.0957289,-51.079777
95765000,,
99560000,,
91760170,-29.6262745,-50.9682869
99850000,,
91751290,-30.1302801,-51.2154172
96760000,,
92330260,-29.5929213,-49.9152124
95590000,,
95515000,,
95175000,,
98960000,,
96830780,,
98400000,,
91910400,-30.1029161,-51.2368698
91750060,-30.1314141,-51.2012471
91790868,-29.6497095,-51.0140834
96412580,-31.3159983,-54.0868016
94130130,-29.9221905,-51.037221
94834350,-29.6507545,-51.0123276
91520460,-30.1216974,-51.351011
99460000,,
97980000,,
93346160,-29.6751168,-51.1560235
94085110,-30.035155,-51.152845
91710600,-30.0753164,-51.1858819
94945060,-29.8354459,-51.1652531
96211680,-28.2633025,-52.3864341
97015121,-29.6908537,-53.8240159
99600000,,
96255000,,
97590000,,
99340000,,
95290000,,
99890000,,
91450210,,
95940000,,
98801970,-28.287081,-52.7993189
96755000,,
94814400,-30.0035811,-51.0740376895853
95088390,-29.1861523,-51.1651286
95076070,-29.1840823,-51.1445369
95300000,,
91060240,,
90660290,-30.0650393,-51.1975376
95865000,,
94030010,-29.5771054,-50.7804116
97230000,,
98680000,,
93290080,-29.8643706,-51.1442168
99665000,,
95097510,-29.1806054,-51.1919288
96835796,-30.0307767,-51.1172653
93037340,-30.0447973,-51.1605102
95718000,,
97017993,-29.7718626,-53.7789082
92330350,-29.3878115,-50.8779511
96180000,,
96210062,-30.0325245,-51.237368
98770970,-28.2503527,-54.0091253
96640000,,
91440764,-30.062348,-51.1413967
90030140,-30.0278879,-51.2192861
98910000,,
94090420,-30.0593435,-51.0735769
91780080,-30.2101349,-51.1834935
98870000,,
99700976,-27.6327466,-52.281196
99820000,,
91170200,-30.0028363,-51.0982747
99714004,,
91160000,-29.985838,-51.1110235
99020260,-29.5847258,-49.9159284
91140500,-29.9842204,-51.121249
99042220,-29.9212039,-51.0829198
97060265,-29.7036452,-53.8107714
95870000,,
94455310,-29.6196407,-50.9249964
93546650,-29.7093748,-51.1073025
96030000,-29.449437,-51.50575
96990000,,
97040260,-29.6677886,-53.84228
93530063,-29.6543732,-51.1048752
93037460,-29.8531184,-51.1419955
97511436,,
91790460,-30.1509073,-51.1363591
95720000,,
96040350,-31.7543362,-52.3636032
91710330,-29.3736646,-50.8872545
93037596,-29.719918,-51.1659732
91787038,-30.1768891,-51.1754085
88923000,,
96450000,,
96211011,-27.4603314,-53.9207732
96201070,-32.041064,-52.0836647
92025450,-30.025164,-51.1448299
95758000,,
96195000,,
99025090,-29.6461171,-51.018676
96750000,,
96010000,,
96400300,-31.3352993,-54.1130829
94185420,-29.43261,-49.8114852
94901970,-30.2086124,-51.1910252
98280000,,
99360000,,
93035380,-29.7847633,-51.1251105
99054310,-30.0564729,-51.0213607
96025260,-28.2778514,-52.4497963
93544460,-29.6912593,-51.0835063
93010250,-28.8812495,-52.9949479
94080390,-30.0204088,-51.1780423
94945450,-29.9234178,-51.0838629
96020480,-30.0500967,-51.2180198
95585000,,
96201000,-31.3606412,-51.9694297
95695000,,
95043300,-29.1417479,-51.1798806
95200000,,
96540000,,
91230000,-30.01807,-51.1274915
94838630,-30.0130889,-51.2073445
93520530,-29.6981989,-51.2094065
91520540,-30.0680852,-51.1634992
98590000,,
99690970,-27.3564671,-52.1504813
97843000,,
93540208,-30.8618015,-51.8048738
97300000,,
94510400,,
96075070,-31.7660944,-52.3315059
94010200,-29.9441464,-50.9873369
93544210,-29.6967559,-51.089775
95305000,,
98300000,,
97670970,-28.6551489,-56.0061795
91900040,-30.1015284,-51.2469896
98860000,,
99708442,-27.6610438,-52.260934
92130745,-29.1732739,-51.1378867
97010970,-29.6859605,-53.808603
94195000,-28.8826446,-53.002168
96030580,-31.7601094,-52.3769765
99711274,-27.644095,-52.2894876
93265001,-29.7176923,-51.1666703
90830180,-30.0927798,-51.2308217
96080480,-31.7496827,-52.3126637
97547120,-29.7044304,-51.2290809
91712320,-30.0635277,-51.2061215
93800970,-28.8844129,-50.3612428
88970000,,
96160000,,
95095235,-29.202211,-51.1864136
96030002,-29.449437,-51.50575
97070380,-29.9474575,-50.9959076
94065250,-30.0513128,-51.2019058
96300000,,
91350050,-30.0178953,-51.158987
96413020,-31.3052542,-54.080909
91120121,-27.6787677,-51.4553393
95095060,-29.1990481,-51.1986885
99070210,-30.0333419,-51.2315187
91170170,-30.0027332,-51.0938786
91140300,-29.6274224,-51.0192284
91755210,-30.1627409,-51.1935192
93900000,,
97541000,-30.0325245,-51.237368
90050260,-30.04344,-51.2245398
90520540,-30.0218885,-51.1730334
93800668,-29.1881375,-51.2252377
94185100,-29.7198198,-51.1667426
96290000,,
99010000,-27.9859442,-52.2572599
90130000,-30.0500967,-51.2180198
98010320,-28.6498174,-53.6140629
90880250,-30.0667216,-51.2148096
91720460,-30.0885513,-51.2142644
96410200,,
94965180,-30.3542251,-54.3208949
96065480,-31.714721,-52.3484809
94852370,-29.9669171,-51.6183686
91540220,-30.0964383,-51.1261145
90090000,-29.2231735,-51.1623489
94960572,-28.8666006,-52.1753438
91250320,-29.6774493,-51.0877272
91350180,-30.0109416,-51.1620954
91900000,-30.1068718,-51.2539908
97070800,-29.7044872,-53.8195769
96015420,-31.7665901,-52.3392818
94834400,-29.9935076,-51.0518202
97200000,,
96880000,,
90840750,-30.0823013,-51.213867
97010110,-29.6813115,-53.8042279
96501098,-30.0064251,-52.9188139
96270000,,
96878000,,
96045510,-31.7532023,-52.3909413
96190000,,
95185000,,
99470000,,
90570000,-31.7494418,-52.3312009
94198900,-29.9347658,-50.9438013
99200000,,
91570730,-30.1049126,-51.1151539
93216090,-29.8144912,-51.1591088
95045570,-29.1212717,-51.1922871
95880000,,
91440360,-30.1172918,-51.107095
91750070,-30.1220751,-51.2154672
96690000,,
96065340,,
94020160,,
91430220,-30.046103,-51.1465063
98600000,,
91750057,-30.1243756,-51.219733
96060470,-31.7301084,-52.3261043
96040270,-31.7540233,-52.364361
96212050,-32.0524489,-52.1308012
93340550,-29.6526317,-50.9987364
95925000,,
96040700,-31.7552351,-52.3786057
94828390,-30.0545896,-51.2207814
94852070,-30.0009921,-51.0494377
99072280,-28.2692044,-52.4089284
96174000,,
91140480,-29.9855866,-51.1095386
96418520,,
95525000,,
91240120,-30.020952,-51.1097907
98430000,,
91040470,-30.0021987,-51.1606616
96020045,-31.7660944,-52.3315059
94960847,,
92480970,,
96010610,-31.7749768,-52.3451633
96015145,-29.9352618,-51.0346837
97400000,,
97845000,,
92310114,-29.9240314,-51.1822009
99020140,-31.8770265,-53.0236523
96070570,-31.6832955,-52.3391777
90840110,-30.0691676,-51.2281844
96445000,,
92130020,-28.4369118,-52.1932347
96085130,-31.7471659,-52.2912496
92441110,-30.1296884,-51.1109332
93260150,-28.7830523,-52.1713569
91420703,-29.4497113,-52.0105262
91510350,-30.0770618,-51.1732882
95095104,-29.1952303,-51.2071716
93270560,-29.8472316,-51.1889101
90460100,-30.2573598,-50.2422045
94836020,-29.2905753,-54.2236514
92480000,,
93110010,-30.0325245,-51.237368
96770000,,
96010330,-31.772785,-52.3312106
97720000,,
96055410,-29.9151926,-50.9157301
94450360,-30.0871399,-51.0691147
96200290,-29.3596488,-50.8510213
96825750,-29.7278427,-51.1912612
94490000,-29.7014014,-53.8284078
93336170,-27.4450453,-53.940633
95280000,,
93265540,-29.8609639,-51.1787704
96045550,-31.7461753,-52.3944695
95125000,,
91140310,-29.9870851,-51.1166044
91790074,,
94810241,-30.0126957,-51.0826504
94855740,-30.0460098,-51.0596121
97850000,,
91755055,-30.1472623,-51.1996532
90420020,-30.0370424,-51.2016445
97105970,-29.72320615,-53.7204533637834
98118000,,
96570000,,
98025420,-29.1627244,-51.1677773
93115270,-29.7353461,-51.1477296
98180970,-28.6454882,-54.1075427
96040810,-31.7531493,-52.3717099
94416110,-29.9476913,-51.0715627
94960335,-30.0307767,-51.1172653
96071346,,
95535000,,
96020380,-28.2039499,-51.5231324
90670010,-30.0489244,-51.1933431
97670000,,
91030070,-31.7728315,-52.2325978
99054580,-28.2671118,-52.3747129
98920000,,
97035650,-31.6166999,-53.0051434252901
95360000,,
94360000,,
96090432,-31.7596582,-52.2452658
96055450,-29.8443862,-51.1444586
97760000,,
97180000,,
93420220,-29.9328999,-51.0453858
94820550,-29.4497113,-52.0105262
98300970,-27.5687443,-51.6717617
99940000,,
91450345,-30.0451059,-51.1331173
99032300,-28.2643229,-52.4409644
98040250,-28.65012,-53.595449
95706058,-29.1498998,-51.4931607
91740612,-30.1063888,-51.2145836
91787233,-30.1561003,-51.178232
96080230,-29.1333089,-51.1374269
95708444,-29.1394199,-51.5257006
96081225,-31.7067158,-52.3551103
94175380,-29.8748783,-51.0013741
96849899,-28.4783155,-52.1962953556395
96020360,-31.7526312,-52.3420889
99840000,,
90670080,-29.7408158,-51.1452647
95708074,-30.1296884,-51.1109332
95086170,-29.1837703,-51.1640712
92200440,-29.9380586,-50.9866
96508000,-28.56989,-51.9756524
99170000,,
93285190,-29.8633291,-51.1492586
99300000,,
96085250,-31.7392295,-52.2990529
98465000,,
94495180,-29.2095028,-51.3586737
93295410,-29.9624199,-51.6079461
96211031,-28.8855995,-53.0010402
90660380,,
93145540,-29.7230825,-51.1852855
91330260,-30.0473627,-51.0836496
99020640,-28.2439559,-52.4088532
91110400,-29.9959218,-51.135852
97060480,-29.7021913,-53.7969539
93224310,-29.925345,-50.9035565
99010001,-27.9859442,-52.2572599
93815000,-29.6544686,-50.9809711
94814160,-29.449437,-51.50575
91030520,-29.6989593,-51.1965405
95070580,-29.1678526,-51.1556965
96745000,,
96212010,-32.0529207,-52.1346819
95614970,-30.1186839,-50.84329
99700108,-28.0279945,-54.3442716
90010080,-30.0356931,-51.2337337
92320000,-29.9280813,-51.1934877
93525330,-30.1114445,-51.0670002
93332170,-32.094605,-52.1791631
94834322,,
94855286,-30.0449319,-51.0569842
94030430,,
91720000,-30.0922589,-51.2221877
99370000,,
90245000,-29.9973929,-51.1973901
91570536,-30.1211684,-51.1055106
98770000,,
95995000,,
92030340,-30.1543048,-51.1700034
90880410,-30.0643687,-51.2130538
98797899,-28.4783155,-52.1962953556395
94760000,,
94475200,-29.3736646,-50.8872545
96835110,-27.8220081,-54.6704941
94500010,,
97040310,-29.678963,-53.8320143
98781480,-27.363927,-53.3894291
94858385,-29.1207001,-51.1826953
91040000,-30.0093238,-51.1575627
95708100,-29.1383748,-51.5167437
91160310,-29.9908008,-51.0960633
90650002,-29.9352618,-51.0346837
93600970,-29.7014792,-51.2095631
95609132,-30.5497346,-52.5256915
95043180,-29.1415725,-51.1753684
99950000,,
91792670,-30.1530708,-51.1464345
93332080,-29.1086316,-51.202177
97032250,-29.695119,-53.8789948
93890000,,
91253090,-30.0160376,-51.095333
96215120,,
96130000,,
96203360,-30.8387345,-51.8081411
93025300,-29.7734379,-51.1707544
99020360,-28.2442527,-52.4100874
95010000,-29.3603686,-50.8126804
99030010,-28.2579618,-52.4338849
93530380,-29.6539541,-51.1124914
94814620,-27.9491286,-54.7535324
69800970,,
93490290,-29.7076465,-51.0081405
93351335,-29.650666,-51.1398026
91751350,-30.1301453,-51.2142368
96065040,-31.7483957,-52.3410388
93056000,-29.7658286,-51.0931772
99270000,,
91712340,-30.0979342,-51.1668293
96212450,-32.0540595,-52.145259
96225000,,
96099010,-30.0977319,-51.3190434
98500000,,
98735000,,
99704202,,
94510110,-30.1193278,-51.3226653
95915000,,
90220130,-31.7706925,-52.3556418
94853750,-29.719918,-51.1659732
96202040,-32.0616865,-52.141694
94090200,-29.9268927,-51.0499372
90250110,-29.9797311,-51.1881425
95096440,-29.6930041,-51.2365778
97501591,-30.0333419,-51.2315187
96075630,-31.7805959,-52.3223665
96202080,-32.0132591,-52.0442246
96060000,-31.7309381,-52.3298954
92035420,-29.9292376,-51.1309967
91180030,-30.0100528,-51.1247698
96330000,,
93351250,-29.6407912,-51.141274
98640000,,
99490000,,
97573971,-29.7834296,-55.7950622
90610150,-30.0601136,-51.1811876
96065390,-30.1472374,-51.2179228
91712050,-30.1135025,-51.1836664
93320420,-31.7473215,-52.3915245
94855400,-30.0422514,-51.0611582
93320454,-29.7263035,-51.1372406
91770330,-30.1616661,-51.2238373
91440160,-30.0594583,-51.1481092
91790795,-29.1685762,-51.2112622
91770820,-30.1639294,-51.2329799
99714198,-27.6518469,-52.3017972
95980000,,
91260480,,
98690000,,
91150010,-29.9916626,-51.1105735
97503000,-30.8606954,-51.7996934
95890000,,
95552000,,
95150000,,
97015661,-29.3771116,-50.8878902
94818280,-30.0500967,-51.2180198
94834224,-29.9881159,-51.0491157
96025230,-31.7679455,-52.3536403
95500000,,
96085201,,
97543000,-27.6166709,-54.3031886
91225000,-30.0315763,-51.1345354
96211540,-32.0423554,-52.1108034
91180840,-30.0095665,-51.0981712
94855280,-29.5758915,-50.7917508
91230585,-30.026061,-51.122364
96843000,-29.5991561,-51.0295446
96213230,-32.0627719,-52.1723872
97017991,,
91170600,-29.9983242,-51.0955201
97930000,,
92130310,-29.6382883,-51.0098686
99965000,,
92200310,-29.9592439,-51.1766062
94055340,-28.6558525,-52.0772268
96025235,-31.7681506,-52.3529974
95110832,-29.1831251,-51.2254826
93022500,-29.7943149,-51.1382023
98801590,-27.9859442,-52.2572599
90040270,-30.0422637,-51.208983
90470110,-30.0318821,-51.1812443
96400590,-31.3335206,-54.1222935
91550000,-30.1053067,-51.1178969
94810250,-30.0026647,-51.079109
95058367,-29.3794193,-50.8845574
96200010,-31.7676702,-52.3390674
94510630,,
94100220,-29.5766549,-49.9057584
95095232,-29.2409085,-51.1902171
91710060,-30.076458,-51.1937804
99735000,,
97250000,,
93222300,-29.8224471,-51.1339707
94370000,,
96810972,-30.0249092,-51.2148344
95703433,-29.1636769,-51.4882212
91770713,-30.1647801,-51.2312129
92440100,,
97010170,-29.6812425,-53.8093459
89206300,-26.3057563,-48.8116389
88805200,-28.6960565,-49.3993244
88702890,,
88058090,-27.430234,-48.4002369
88337440,-26.8997392,-48.6701255
89227070,-26.2747498,-48.8299095
88317375,-26.8975213,-48.7241336
88240000,,
89124000,,
88350780,-27.1376715,-48.9517271
88101270,-27.5937865,-48.6111133
89560000,,
89058000,-26.8823901,-49.0699349
88350430,-27.1779784,-51.4923916
88030360,-27.5628768,-48.5166288
88056597,-27.4474459,-48.4276204
88085220,-27.6086229,-48.5957533
89600000,,
88380000,,
89294000,,
88930000,,
88020670,,
88020240,-27.6068496,-48.5458241
89070730,-26.8764914,-49.1389524
89667000,,
88820000,,
89050170,-26.3316193,-48.852913
88301015,,
89107000,,
89700000,,
89935000,,
89231788,-26.3512492,-48.7794891
89253790,-26.4879639,-49.1177699
88845000,,
88180000,,
88870000,,
88790000,,
88058445,-27.4480375,-48.4004654
88106810,-27.599441,-48.6320368
89037190,-26.2683149,-48.8828142
89256340,-26.4844976,-49.0554779
88317600,-26.909832,-48.736509
89820000,,
89825000,,
89221011,-26.3096702,-48.834567
89160000,,
89850000,,
88301600,-26.9196783,-48.6504929
88056757,-27.3959218,-48.4217885
89883000,,
89840000,,
89211335,-22.5469975,-55.7440315
88813640,-28.6772481,-49.3287819
89120000,,
88701601,-27.1274506,-51.4682759
89809725,-27.0880519,-52.6785777
89897000,,
89057500,,
88356470,-27.1672468,-51.4858829
89620000,,
89801000,-27.0991735,-52.6159178
89031240,-26.8889533,-49.0951463
89801970,-27.10386715,-52.6134155352927
88745000,,
89295000,,
89254450,-26.3547476,-48.8303786
88815640,-26.9184531,-48.6716755
88210000,,
89225170,-26.2572769,-48.8222881
88200000,,
88801970,-26.3731149,-48.720386
89229060,-27.2248606,-48.6391345
89610000,,
88210970,-27.1557975,-48.5402594
88763000,,
89891000,,
88914000,,
89056180,-26.8748831,-49.0729822
88920000,,
88935000,,
88135000,-27.6777429,-48.6744053
88106655,-27.5963972,-48.6418161
88102001,-27.6008995,-48.615013
89270000,,
89210300,-26.3370631,-48.8430227
89214580,-26.3269896,-48.8844816
89245000,,
89760000,,
88905402,-28.9586226,-49.4695263
88818136,-28.6676092,-49.4339664
88110621,-27.5770602,-48.6164612
89870970,,
88600000,,
89870000,,
88034001,-27.5977702,-48.4904154
88095500,-27.5750356,-48.5977904
88134765,-27.6915028,-48.6551971
88310150,-26.8911803,-48.6925842
88810400,,
89023120,-27.2347866,-52.0304019
89231700,-26.3424017,-48.7765007
88360000,,
88054250,-27.4313421,-48.4612936
88809030,-28.6756604,-49.3844131
89227057,-26.2720279,-48.8174686
88130500,-27.6309309,-48.6440591
88090588,-27.5922584,-48.6030954
88110642,-26.3040497,-48.8257538
89224025,-26.9042971,-49.0497948
88818073,,
89998000,,
89051610,-26.881706,-49.0446246
88359218,-27.1455105,-48.9694717
89251970,-26.4793044,-49.086360690693
89545000,,
89234240,-26.3390635,-48.7673537
89121000,,
88309410,-26.9011141,-48.6922104
89110000,,
89229078,-26.3154848,-48.8159828
88830000,,
89068060,-26.8216556,-49.1071486
89225450,-26.2573035,-48.8106276
88509112,-27.1657863,-51.4995436
89198000,,
88710000,,
88090595,-27.5916402,-48.6029054
89190000,,
89031000,-26.8867589,-49.0937247
88357076,-27.1263706,-48.8723272
89890000,,
88138158,-27.7167919,-48.6380695
88828000,,
89254150,-26.4624237,-49.1126047
89809015,-27.1047861,-52.6576539
88702579,,
88308100,-26.9201899,-48.6901803
88850000,,
58818000,,
89208795,,
89677000,,
88806690,-26.9189434,-49.1055415
85609500,,
88220000,,
89180000,,
88190000,,
89207600,-26.9068808,-49.1014734
88357001,-27.1165421,-48.8628972
88990000,,
88353680,,
89980000,,
89037240,-26.9097261,-49.1068821
89209615,-26.3592596,-48.8105429
89226300,-27.1799381,-51.5164286
89058080,-28.4186742,-49.0108681
89802200,-27.1009996,-52.6243407
89032466,-26.9075546,-49.1541695
89520000,,
89240000,,
89063200,-26.8715893,-49.2129006
88025095,-27.5810794,-48.5381019
89251660,-26.4863455,-49.0803064
88095380,-27.5815225,-48.596199
88706005,-28.4861563,-48.9840899
88058305,-27.4297826,-48.3976472
89148000,,
89613000,,
89440000,,
88420000,,
88332230,-27.0072527,-48.6002488
89228090,-26.9652081,-49.0655153
89887000,,
89188000,,
88502053,-26.817452,-49.2803811
88101280,-27.5945843,-48.6087257
88330358,-27.0011004,-48.6339982
88925000,,
89226830,-26.21884,-48.7951755
88010140,-27.5934052,-48.5604592
89232020,-26.356554,-48.8445499
88880000,,
89045440,-26.9493592,-49.1258931
89900000,,
88056300,-26.917696,-48.6798772
89062410,-26.8143675,-49.0858826
88060382,-27.4967844,-48.41984
89900971,-26.0205096,-48.8530216
89074060,-26.8690232,-49.1460421
89886000,,
88815620,-26.8258484,-49.2560726
88805794,-28.6896876,-49.4174043
88070213,,
88020600,-27.5880805,-48.5400313
89226833,-26.21379,-48.7912977
89226652,-26.2107965,-48.8303348
89550000,,
89210045,-26.3331061,-48.8294851
88816235,-28.7023848,-49.3333956
88902314,-28.9725976,-49.5234652
89232025,-26.3839168,-48.821804
89233390,-26.3696823,-48.8420369
89843000,,
88132149,,
88495000,,
89262000,-26.508177,-49.1293244
89830000,,
88110030,-27.5707496,-48.6125243
89872000,,
88020440,-27.5951597,-48.5363467
88036030,-27.5843492,-48.5282554
88020200,-27.6106954,-48.548981
89855000,,
89209500,-26.3545598,-48.8135127
88535000,,
88960000,,
89868000,,
89070260,-26.8785689,-49.1382996
89820970,-26.87811865,-52.4027162453496
89670000,,
88050440,-27.5067835,-48.5198359
89803400,-27.0982408,-52.6471714
88317115,-26.8795591,-48.7331289
88801510,-28.674933,-49.3731992
88806635,-28.6915802,-49.4292167
89580000,,
88058737,,
89212240,-26.3450745,-48.8508548
89515000,,
88106782,,
89140000,,
88308040,-26.9167884,-48.6888853
89815530,-27.0228409,-50.934459
89036610,-26.9177771,-49.0976556
89804320,-27.0800224,-52.6355792
88136520,-27.6423325,-48.7164624
88351643,-27.0728081,-48.9291122
88063395,-27.6772432,-48.484675
88051431,-27.4810764,-48.5179586
88302240,-26.9143833,-48.6572292
88818685,-28.662515,-49.3959022
89845000,,
89150000,,
88585000,,
88138700,-27.7511776,-48.6289668
89065700,-26.8683455,-49.1097019
89803428,-26.7263281,-52.7233049
89819000,,
89233550,-26.3839168,-48.821804
89220531,-26.2673017,-48.8937314
88020313,-27.600619,-48.5429474
88818643,-28.6557067,-49.4215948
89256250,-26.4830211,-49.0597376
88806781,-28.6977407,-49.4202927
88070500,-26.9417498,-49.0528176
88840000,,
88525760,,
89226520,-26.2118854,-48.8226546
88750000,,
89135000,,
89970000,,
88390000,,
93534120,-29.6635005,-51.1079593
89053648,-26.8702483,-49.0820671
88358500,,
89223740,-26.2361779,-48.8288747
89300000,,
89806732,-27.0940759,-52.617179
89340000,,
88340704,-26.4065266,-48.7933542
88270000,,
88058300,-27.4480278,-48.4037936
89252170,-26.4841115,-49.0902491
89985000,,
88304150,,
89803436,-27.1749805,-51.4866356
89801971,-27.1009189,-52.6118167
89233001,-26.3603714,-48.8468428
89292130,-26.2813574,-49.3770512
89027662,-26.9909597,-49.114436
89260490,-26.5217617,-49.1389836
89254390,-26.4731909,-49.1288942
88814575,-28.7853582,-49.4129962
89220870,-26.2713818,-48.8903536
89990000,,
88090060,-26.8899815,-52.3988401
88161834,-27.5146701,-48.6425664
88395000,,
89050130,-27.244732,-52.0260047
88807219,-28.7005442,-49.4289453
89225570,-26.2489667,-48.7980918
89680000,,
88804780,-28.7058257,-49.3992996
88905018,-28.9429341,-49.4894339
89239250,-26.2239348,-48.8764525
88338110,-26.4411039,-48.6290312
89908000,,
88338530,-28.7029695,-49.3387962
88385000,,
89045001,-26.1187867,-49.8001649
89642000,,
89228131,-26.9351278,-49.2873775
89068040,-26.8224801,-49.0891696
88058100,-27.4393879,-48.4109665
89202000,-26.3731149,-48.720386
88735000,,
89027740,-26.9951269,-49.0642127
88803001,-26.8899815,-52.3988401
89066360,-26.3234526,-48.8707744
89229300,-26.3287866,-48.8156788
89015200,-26.9069719,-49.0183358
89208520,-26.3434265,-48.8390392
89660000,,
88090345,-27.5861853,-48.5932736
89012134,-26.9126158,-49.073993
89012422,-26.3087978,-48.844404
89256200,-26.4830181,-49.0627645
88308050,-26.8852734,-49.1104787
88354330,-27.1023785,-48.9333455
88701140,-28.4809219,-49.0052157
89707085,,
89202230,-26.2583482,-49.5168305
89634000,,
89169899,-28.4783155,-52.1962953556395
89065290,-26.8782412,-49.1006725
88808250,,
89278000,,
89110900,-26.92933935,-48.9561748194356
88132373,-27.6425379,-48.6852352
89810822,-27.0044405,-52.6535665
89208885,-26.3417224,-48.8245857
89817000,,
89865000,,
89874000,,
88295000,,
88058025,-27.4549139,-48.4273116
88809415,-28.6844706,-49.3951495
88060285,-27.4824987,-48.4113223
89026515,-26.9740756,-49.0704426
89237630,,
89214700,-26.3356088,-48.8771753
88760000,,
88058570,-27.4259657,-48.4043742
89074680,-26.8565669,-49.1599513
88338485,-27.1455546,-48.5193094
88064001,-27.7208619,-48.5639927
88810406,-28.662515,-49.3959022
88740000,,
89172000,,
89207180,-26.3235295,-48.8328422
88140000,,
88132700,,
89256430,-26.475175,-49.0719695
89218070,-26.2721941,-48.8566623
89237685,-26.2835851,-48.9196062
88230000,,
88130420,-27.6341608,-48.6504379
88060300,-27.489885,-48.4111704
88032000,-27.552128,-48.496194
89675000,,
88702704,,
89225861,-26.237833,-48.8019896
89257560,-26.4416964,-49.0667922
89814642,-27.1177745,-52.6191903
89221280,-26.2824972,-48.8364478
88351765,-27.0779443,-48.9331403
88705230,-28.6955726,-49.3799455
88085120,-27.5977398,-48.5929035
89809606,-27.1042072,-52.6726006
89027000,-26.7062168,-49.171621
88708090,,
89249000,,
89478000,,
88348505,-26.9975993,-48.6627896
88371074,-26.8791395,-48.6592112
88066100,-27.7121677,-48.5030474
89239662,-26.182007,-48.9117034
89824000,,
88817070,,
89255685,-26.4497139,-49.1076533
88015620,-27.5886327,-48.557941
89650000,,
88111500,-27.561138,-48.6191463
88524750,-27.8016858,-50.2824396
89060170,-26.8499843,-49.0737354
89031555,-26.8945503,-49.1085912
88950000,,
89715899,-28.4783155,-52.1962953556395
89590000,,
88010000,-26.3544627,-52.8411618
88550000,,
89230690,-26.3282551,-48.7928267
89138000,,
89221009,-26.2449113,-48.8853202
88048382,-27.6546339,-48.4853831
89805100,-27.0986657,-52.6138486
89669000,,
88915000,,
88320000,,
89253600,-26.5008898,-49.1146136
89230707,-26.3251246,-48.8077338
88117220,-27.1255451,-51.4669837
88035110,-27.591858,-48.5081853
88064000,-27.7208619,-48.5639927
88906546,-26.8639928,-52.1603049
88104426,-27.6226315,-48.6373644
89237322,-26.2978677,-48.9029842
89226250,-26.2411099,-48.8163521
88309005,-26.8962102,-48.6881693
88215000,,
89809607,-27.1046876,-52.672653
88113790,-27.5537813,-48.6307556
88330795,-26.9789401,-48.6366238
89803510,-26.2804132,-48.8735641
88356000,-27.0644215,-48.8787019
88310620,-26.8912641,-48.7009515
88717000,,
88107452,-27.586207,-48.6729789
88161536,-27.5199347,-48.6483217
88780000,,
88048070,,
88906034,-27.8070677,-50.2832376
88807098,-28.701233,-49.4469211
89815430,,
89080024,-26.3731149,-48.720386
88812700,-28.6464441,-49.3435821
88308335,-26.9229854,-48.6948407
88302110,-26.9143459,-48.6629537
88061060,-27.5746889,-48.4245996
89226712,-26.2112233,-48.8169237
88810000,-28.6526409,-49.2136753
88705750,-28.4842527,-48.9954485
89252380,-26.4865734,-49.0989777
89205655,-26.3025379,-48.8279572
49400000,,
49230000,,
49070083,-10.9161243,-37.0811715
49180000,,
49200000,,
49075030,-10.9036882,-37.0908064
49500000,,
49044250,-10.8496281,-37.0729713
49360000,,
49960000,,
49980000,,
49160000,,
