,lat,lng,bairro,cep,cidade,complemento2,end,uf,unidadesPostagem
36087640,,,São Judas Tadeu,36087640.0,Juiz de Fora,,Rua Luiz Villani,MG,[]
39500000,,,,39500000.0,Monte Azul,,,MG,[]
39510970,-18.9772315,-49.4469277,Centro,39510970.0,Espinosa,,Avenida Minas Gerais 46,MG,[]
35171315,-19.9472571,-44.1193048,Amaro Lanari,35171315.0,Coronel Fabriciano,,Rua Maceió,MG,[]
35162290,-19.471726,-42.5759216,Bom Jardim,35162290.0,Ipatinga,- de 330/331 ao fim,Avenida Orquídea,MG,[]
35661265,-19.889535,-44.1150935,Jardim Beatriz,35661265.0,Pará de Minas,,Rua Topázio,MG,[]
36940000,,,,36940000.0,Santana do Manhuaçu,,,MG,[]
35519000,,,,,,,,,[]
37350000,,,,37350000.0,Liberdade,,,MG,[]
31872640,-19.8164413,-43.8925461,Monte Azul,31872640.0,Belo Horizonte,,Rua Amélia de Almeida,MG,[]
35661332,-19.642366,-43.9072862,Jardim das Piteiras,35661332.0,Pará de Minas,,Alameda Aroeiras,MG,[]
35701000,-19.9112609,-44.0070694,New York,35701000.0,Sete Lagoas,,Rua Santa Luzia,MG,[]
39400368,-16.7269637,-43.85458120000001,Roxo Verde,39400368.0,Montes Claros,,Rua Sebastião Diniz,MG,[]
31585000,,,Céu Azul,31585000.0,Belo Horizonte,,Avenida Horácio Terena Guimarães,MG,[]
37810000,,,,37810000.0,Guaranésia,,,MG,[]
33120230,-19.9298239,-44.1088658,Asteca (São Benedito),33120230.0,Santa Luzia,,Rua Pará,MG,[]
36415000,,,,36415000.0,Congonhas,,,MG,[]
30830510,-19.8945012,-44.0067552,Alípio de Melo,30830510.0,Belo Horizonte,,Rua Suindara,MG,[]
39570000,,,,39570000.0,Grão Mogol,,,MG,[]
30250250,-19.9348857,-43.9099129,Santana do Cafezal,30250250.0,Belo Horizonte,,Rua Seresta,MG,[]
39390000,,,,39390000.0,Bocaiúva,,,MG,[]
39660000,,,,39660000.0,Turmalina,,,MG,[]
38740000,,,,,,,,,[]
39400455,-16.75769,-43.84822570000001,Morrinhos,39400455.0,Montes Claros,- até 583/584,Avenida Leonel Beirão de Jesus,MG,[]
32400000,,,,,,,,,[]
31575440,,,Lagoinha Leblon (Venda Nova),31575440.0,Belo Horizonte,- de 231/232 ao fim,Rua dos Camargo,MG,[]
37570000,,,,37570000.0,Ouro Fino,,,MG,[]
37965000,,,,37965000.0,Jacuí,,,MG,[]
38402248,-18.8593336,-48.2759562,Minas Gerais,38402248.0,Uberlândia,,Rua Virgílio Carrijo,MG,[]
39525000,,,,39525000.0,Nova Porteirinha,,,MG,[]
39535000,,,,39535000.0,Vargem Grande do Rio Pardo,,,MG,[]
30550370,-19.9463233,-43.9867461,Salgado Filho,30550370.0,Belo Horizonte,,Rua Carmo da Cachoeira,MG,[]
37160000,,,,37160000.0,Campos Gerais,,,MG,[]
35380000,,,,35380000.0,Urucânia,,,MG,[]
36305164,-21.128042,-44.2393295,Matozinhos,36305164.0,São João Del Rei,,Rua Carlos Henrique,MG,[]
37701099,-21.9729232,-44.9285743,Jardim dos Estados,37701099.0,Poços de Caldas,,Rua Campinas,MG,[]
38405080,-19.8368095,-43.986038,Tibery,38405080.0,Uberlândia,,Rua Londres,MG,[]
35500617,-19.9350952,-44.1076323,Centro,35500617.0,Divinópolis,- até 1758 - lado par,Rua Goiás,MG,[]
38160000,,,,38160000.0,Nova Ponte,,,MG,[]
39400413,-16.7340938,-43.8560756,Santa Rita I,39400413.0,Montes Claros,,Rua Joãozinho de Dodô,MG,[]
36083200,-21.7437229,-43.407574200000006,Milho Branco,36083200.0,Juiz de Fora,,Rua Geraldo José Dalpra,MG,[]
36828000,,,,36828000.0,Orizânia,,,MG,[]
37545000,,,,37545000.0,Cachoeira de Minas,,,MG,[]
38408728,-18.9400748,-48.2308406,Santa Luzia,38408728.0,Uberlândia,,Rua Durval Medeiros,MG,[]
36880000,,,,,,,,,[]
35053862,,,Altinópolis,35053862.0,Governador Valadares,,Travessa Espigão,MG,[]
37165000,,,,37165000.0,Campo do Meio,,,MG,[]
30620730,-19.9851832,-43.99706679999999,Araguaia,30620730.0,Belo Horizonte,,Rua Tapaiaras,MG,[]
36980000,,,,36980000.0,Lajinha,,,MG,[]
38760000,,,,38760000.0,Serra do Salitre,,,MG,[]
35430119,-20.4191776,-42.8982247,Vila Oliveira,35430119.0,Ponte Nova,,Rua Pedro Nunes Pinheiro,MG,[]
38304244,,,Elândia,38304244.0,Ituiutaba,,Avenida Quarenta e Cinco,MG,[]
36240000,,,,36240000.0,Santos Dumont,,,MG,[]
38401302,-16.2067829,-44.4450939,Presidente Roosevelt,38401302.0,Uberlândia,,Avenida Equador,MG,[]
31070040,-21.7671726,-43.3271535,Nova Vista,31070040.0,Belo Horizonte,,Rua Padre Guilherme,MG,[]
37200000,,,,37200000.0,Lavras,,,MG,[]
37048490,-21.5725024,-45.411293,Padre Vitor,37048490.0,Varginha,,Rua Conde José Cândido,MG,[]
35030470,-19.9491554,-44.1193778,Santa Terezinha,35030470.0,Governador Valadares,,Rua Porto Alegre,MG,[]
35348000,,,,35348000.0,Pingo-D'Água,,,MG,[]
30672340,-20.0199095,-44.026948,Independência (Barreiro),30672340.0,Belo Horizonte,,Rua Fidelcino Costa,MG,[]
35661479,-19.9179552,-44.0927986,União,35661479.0,Pará de Minas,,Rua Primavera,MG,[]
38412392,-19.8967616,-44.0135756,Jardim Canaã,38412392.0,Uberlândia,,Rua Jerusalém,MG,[]
32605448,-19.9947717,-44.0643847,Vila das Flores,32605448.0,Betim,,Rua Girassol,MG,[]
36070020,-21.7597705,-43.3397331,Centro,36070020.0,Juiz de Fora,,Rua Coronel Marcelino Gonçalves,MG,[]
36047410,,,Granjas Betânia,36047410.0,Juiz de Fora,,Rua Avelino Jacob da Silva,MG,[]
35052862,-19.860038600000006,-43.8584266,Turmalina,35052862.0,Governador Valadares,,Rua Corinto,MG,[]
35460000,,,,35460000.0,Brumadinho,,,MG,[]
31620305,-19.7981869,-43.9710572,Europa,31620305.0,Belo Horizonte,,Rua Antônio Porfírio Luiz,MG,[]
35702352,,,Luxemburgo,35702352.0,Sete Lagoas,,Rua Ângelo Vieira Martins,MG,[]
35500392,-19.9450383,-44.1298146,Del-Rey,35500392.0,Divinópolis,,Rua Azaléia,MG,[]
36050090,-21.7403337,-43.3506293,Bairu,36050090.0,Juiz de Fora,,Rua Ribeiro de Abreu,MG,[]
36923000,,,,36923000.0,Luisburgo,,,MG,[]
38408318,-18.9377615,-48.2248683,Segismundo Pereira,38408318.0,Uberlândia,,Rua Sebastião Alves Nunes,MG,[]
35970000,,,,35970000.0,Barão de Cocais,,,MG,[]
39575000,,,,39575000.0,Josenópolis,,,MG,[]
37800000,,,,37800000.0,Guaxupé,,,MG,[]
31540080,-19.8597426,-44.0389776,Piratininga (Venda Nova),31540080.0,Belo Horizonte,,Rua Joaíma,MG,[]
39430000,,,,39430000.0,São João da Ponte,,,MG,[]
31814650,-19.8463215,-43.918673,Aarão Reis,31814650.0,Belo Horizonte,,Rua Irmãos Rodrigues,MG,[]
36021150,-21.7742828,-43.3341649,Vila Olavo Costa,36021150.0,Juiz de Fora,,Rua Filonilia Carlota de Jesus,MG,[]
35760000,,,,35760000.0,Fortuna de Minas,,,MG,[]
33200000,,,,,,,,,[]
37805000,,,,37805000.0,Juruaia,,,MG,[]
33350000,,,,33350000.0,São José da Lapa,,,MG,[]
35300001,,,Centro,35300001.0,Caratinga,,Vila Correa Matos,MG,[]
36630000,,,,36630000.0,Chiador,,,MG,[]
30220336,-19.9500776,-43.9742345,Marçola,30220336.0,Belo Horizonte,,Rua Chafariz,MG,[]
36200001,-18.6535214,-48.1825229914948,Centro,36200001.0,Barbacena,,Praça Pedro Teixeira,MG,[]
37014270,-21.5505705,-45.4444498,Bom Pastor,37014270.0,Varginha,,Rua Maria Antonieta,MG,[]
35540000,,,,35540000.0,Oliveira,,,MG,[]
35930057,-19.7692481,-44.0815077,Lourdes,35930057.0,João Monlevade,,Rua Raposos,MG,[]
39480000,,,,39480000.0,Januária,,,MG,[]
32073630,-19.9311901,-44.1169288,Petrolândia,32073630.0,Contagem,,Rua Refinaria Cubatão,MG,[]
32606014,-19.9436049,-44.200531,Novo Horizonte,32606014.0,Betim,- até 348/349,Rua José Francisco Guaraci,MG,[]
37145000,,,,37145000.0,Alterosa,,,MG,[]
30642170,-19.9828991,-44.013868,Santa Helena (Barreiro),30642170.0,Belo Horizonte,,Rua João Braga de Moura,MG,[]
39402509,-19.8835586,-44.0530815,Monte Carmelo,39402509.0,Montes Claros,,Rua Quinze,MG,[]
35701174,-18.6468078,-48.1857485,Vale das Palmeiras,35701174.0,Sete Lagoas,,Rua Catalão,MG,[]
30512240,-19.9489473,-43.9992326,Cabana do Pai Tomás,30512240.0,Belo Horizonte,,Rua São Geraldo,MG,[]
35595970,-19.797884,-45.677893,Centro,35595970.0,Luz,,Rua Coronel José Tomaz 266,MG,[]
35534000,,,,35534000.0,Carmópolis de Minas,,,MG,[]
38770000,,,,38770000.0,João Pinheiro,,,MG,[]
36500000,,,,,,,,,[]
37775000,,,,37775000.0,Santa Rita de Caldas,,,MG,[]
39520000,,,,39520000.0,Porteirinha,,,MG,[]
35790000,,,,,,,,,[]
37140000,,,,37140000.0,Areado,,,MG,[]
37540000,,,,37540000.0,Santa Rita do Sapucaí,,,MG,[]
35420000,,,,35420000.0,Mariana,,,MG,[]
30130100,-19.9244722,-43.9274969,Centro,30130100.0,Belo Horizonte,- lado par,Avenida Professor Alfredo Balena,MG,[]
30720450,-19.9170675,-43.97340429999999,Padre Eustáquio,30720450.0,Belo Horizonte,,Rua Itororó,MG,[]
35502473,-20.1459486,-44.9154189,Tietê,35502473.0,Divinópolis,- de 372/373 ao fim,Alameda Rio do Sono,MG,[]
36832000,,,,36832000.0,Caiana,,,MG,[]
36081230,-21.7480284,-43.3899043,Monte Castelo,36081230.0,Juiz de Fora,,Rua Nazira Mattar de Freitas,MG,[]
33809015,-19.8845116,-44.04081779999999,Jardim Colonial,33809015.0,Ribeirão das Neves,,Alameda Andorinhas,MG,[]
30610390,-19.9720152,-43.994722,Indústrias I (Barreiro),30610390.0,Belo Horizonte,,Rua Elson Costa,MG,[]
31652240,-19.7832365,-43.976576,Jardim dos Comerciários (Venda Nova),31652240.0,Belo Horizonte,,Rua Fioravante Scalzo,MG,[]
31277970,-16.5097427,-44.0825123,Indaiá,31277970.0,Belo Horizonte,,Rua Boaventura 401,MG,[]
37190000,,,,37190000.0,Três Pontas,,,MG,[]
30512140,-19.9452488,-43.9997387,Cabana do Pai Tomás,30512140.0,Belo Horizonte,,Beco Copacabana,MG,[]
38400732,-18.8948515,-48.2658028,Brasil,38400732.0,Uberlândia,- até 2058/2059,Avenida Professor José Inácio de Souza,MG,[]
39755972,-22.0644056,-43.6467287,Centro,39755972.0,Materlândia,,Rua Principal s/n,MG,[]
39600000,,,,39600000.0,Araçuaí,,,MG,[]
35240000,,,,35240000.0,Conselheiro Pena,,,MG,[]
36046190,,,Eldorado,36046190.0,Juiz de Fora,,Rua Major Maximiano Campos,MG,[]
35740000,,,,35740000.0,Esmeraldas,,,MG,[]
33500000,,,,33500000.0,Confins,,,MG,[]
36460000,,,,36460000.0,Rio Espera,,,MG,[]
35570000,,,,,,,,,[]
35510000,,,,,,,,,[]
39270000,,,,39270000.0,Pirapora,,,MG,[]
32604158,-19.9626174,-44.199917600000006,Angola,32604158.0,Betim,,Rua José da Conceição,MG,[]
35162508,-19.4498347,-42.5677944,Vila Celeste,35162508.0,Ipatinga,,Rua Maçarico,MG,[]
36170000,,,,36170000.0,Piraúba,,,MG,[]
30550170,-19.9376994,-43.9809266,Salgado Filho,30550170.0,Belo Horizonte,,Rua Lapinha,MG,[]
36165970,-19.1526436,-42.080559,Centro,36165970.0,Tabuleiro,,Praça Antônio Fernandes Toledo 54,MG,[]
36800000,,,,36800000.0,Carangola,,,MG,[]
38703518,-18.5750033,-46.4940734,Nova Floresta,38703518.0,Patos de Minas,,Rua Silvério Marques da Silva,MG,[]
30880490,-19.904701100000004,-44.0247103,Pindorama,30880490.0,Belo Horizonte,,Rua Assumar,MG,[]
33840630,-19.9037862,-44.0935992,Sevilha (2ª Seção),33840630.0,Ribeirão das Neves,,Rua Minas Novas,MG,[]
39330000,,,,39330000.0,Brasília de Minas,,,MG,[]
38175000,,,,38175000.0,Santa Juliana,,,MG,[]
35328000,,,,35328000.0,Santa Bárbara do Leste,,,MG,[]
39403201,,,Major Prates,39403201.0,Montes Claros,,Rua Helena Prates,MG,[]
31255550,-19.8518641,-44.029194,Santa Rosa,31255550.0,Belo Horizonte,,Rua Quintino Bocaiúva,MG,[]
31150250,-19.8808127,-43.947618,Santa Cruz,31150250.0,Belo Horizonte,,Rua Inhaí,MG,[]
39150000,,,,39150000.0,Serro,,,MG,[]
31573350,-19.8137942,-43.9953076,Piratininga (Venda Nova),31573350.0,Belo Horizonte,,Rua Engenheiro Teófilo Ribeiro,MG,[]
36555000,,,,36555000.0,Ervália,,,MG,[]
39560000,,,,39560000.0,Salinas,,,MG,[]
36918000,,,,36918000.0,São João do Manhuaçu,,,MG,[]
36700000,,,,36700000.0,Leopoldina,,,MG,[]
31330670,-19.8741359,-43.9892646,Ouro Preto,31330670.0,Belo Horizonte,,Rua Professor Domício Murta,MG,[]
35950000,,,,35950000.0,Alvinópolis,,,MG,[]
36072660,,,Barão do Retiro,36072660.0,Juiz de Fora,,Rua Doutor Saulo Villela,MG,[]
34800970,-19.9004557,-43.6719425,Centro,34800970.0,Caeté,,Rua Peixoto de Souza 11,MG,[]
35390000,,,,35390000.0,Jequeri,,,MG,[]
36048001,-21.6777688,-43.3439046,Grama,36048001.0,Juiz de Fora,,Avenida Juiz de Fora,MG,[]
35181544,-21.426432,-45.9742492,Recanto Verde,35181544.0,Timóteo,,Rua Maçaranduba,MG,[]
32673076,-19.4800228,-42.5851081,Jardim das Alterosas - 2ª Seção,32673076.0,Betim,- de 750/751 ao fim,Rua Cravina,MG,[]
38701349,-18.574003,-46.5268831,Padre Eustáquio,38701349.0,Patos de Minas,,Rua José Caixeta,MG,[]
31150690,-19.8786923,-43.9356333,Santa Cruz,31150690.0,Belo Horizonte,,Avenida Artur Guimarães,MG,[]
36780000,,,,36780000.0,Astolfo Dutra,,,MG,[]
37505110,-22.4206832,-45.4695076,Boa Vista,37505110.0,Itajubá,,Rua Feliciano Rodrigues Simões,MG,[]
36947000,,,,36947000.0,Conceição de Ipanema,,,MG,[]
36570000,,,,,,,,,[]
35940000,,,,35940000.0,Rio Piracicaba,,,MG,[]
34800000,,,,34800000.0,Caeté,,,MG,[]
30520390,-19.9427238,-44.0222928,Camargos,30520390.0,Belo Horizonte,,Rua Gonçalves de Souza,MG,[]
36080490,-21.7406607,-43.378857,Esplanada,36080490.0,Juiz de Fora,,Rua Maria Luiza Tostes,MG,[]
39403263,-16.750026300000002,-43.8856794,Major Prates,39403263.0,Montes Claros,,Rua Helena Paula Fraga,MG,[]
35350000,,,,35350000.0,Raul Soares,,,MG,[]
30411223,-19.9309556,-43.9695976,Prado,30411223.0,Belo Horizonte,- de 461/462 ao fim,Rua Brumadinho,MG,[]
36930000,,,,36930000.0,Simonésia,,,MG,[]
37701110,-19.8720526,-43.9842796,Vila Nova,37701110.0,Poços de Caldas,,Rua Monteiro Lobato,MG,[]
37445000,,,,37445000.0,Cruzília,,,MG,[]
38900000,,,,38900000.0,Bambuí,,,MG,[]
39401230,-19.9280538,-43.9690898,Santos Reis,39401230.0,Montes Claros,,Rua Esparta,MG,[]
36953000,,,,36953000.0,Taparuba,,,MG,[]
38030350,-19.9986963,-44.08119170000001,Leblon,38030350.0,Uberaba,,Rua Diamante,MG,[]
33130250,-19.7771073,-43.9415218,São Cosme de Cima (São Benedito),33130250.0,Santa Luzia,,Rua Uacari,MG,[]
37170000,,,,37170000.0,Boa Esperança,,,MG,[]
39403122,-19.97657,-43.996463,Jardim São Geraldo,39403122.0,Montes Claros,,Rua D,MG,[]
35138000,,,,35138000.0,Alpercata,,,MG,[]
30730390,-19.915087300000003,-43.9932093,Minas Brasil,30730390.0,Belo Horizonte,,Rua Capixaba do Oeste,MG,[]
38500000,,,,38500000.0,Monte Carmelo,,,MG,[]
39400452,-16.736265,-43.8607914,Morrinhos,39400452.0,Montes Claros,,Rua Professora Edna Meireles,MG,[]
39730000,,,,39730000.0,Virginópolis,,,MG,[]
38410390,-18.9636114,-48.2227903,São Jorge,38410390.0,Uberlândia,,Rua Serra Gradaus,MG,[]
31130310,-16.3856995,-46.9059109,Concórdia,31130310.0,Belo Horizonte,- de 902/903 ao fim,Rua Tamboril,MG,[]
35439000,,,,35439000.0,Oratórios,,,MG,[]
38414022,-18.9105885,-48.3137231,Dona Zulmira,38414022.0,Uberlândia,,Avenida Rubi,MG,[]
35500469,-19.9125667,-43.8984765,Interlagos,35500469.0,Divinópolis,,Rua Carmo da Mata,MG,[]
35164313,-19.4594611,-42.5456783,Jardim Panorama,35164313.0,Ipatinga,,Rua Serra Estrela,MG,[]
35502024,-18.8940642,-48.2638946,Levindo Paula Pereira,35502024.0,Divinópolis,- de 1406/1407 a 2199/2200,Rua Rio de Janeiro,MG,[]
36120000,,,,36120000.0,Matias Barbosa,,,MG,[]
32685066,-18.8787759,-48.2962718,Amazonas,32685066.0,Betim,,Rua Primeiro de Janeiro,MG,[]
38440185,-18.6680959,-48.1937764,Jardim Regina,38440185.0,Araguari,,Rua Custódio Guimarães,MG,[]
35164271,-16.4401427,-41.01079160000001,Caravelas,35164271.0,Ipatinga,,Rua Uruguaiana,MG,[]
35938000,,,,35938000.0,Bela Vista de Minas,,,MG,[]
36275000,,,,36275000.0,Senhora dos Remédios,,,MG,[]
36512000,,,,36512000.0,Tocantins,,,MG,[]
39750000,,,,39750000.0,Sabinópolis,,,MG,[]
39803077,-17.8700077,-41.5123138,Marajoara,39803077.0,Teófilo Otoni,,Rua Antônio Onofre,MG,[]
35700202,-19.4725153,-44.2408802,São Geraldo,35700202.0,Sete Lagoas,,Rua Avelino Macedo,MG,[]
37066030,-21.6001632,-45.43012570000001,Parque Residencial Rio Verde,37066030.0,Varginha,,Rua Paulo Pereira Penha,MG,[]
31060435,-19.8940155,-43.9004998,Boa Vista,31060435.0,Belo Horizonte,- de 482 ao fim - lado par,Rua Itaituba,MG,[]
35680293,,,Morada Nova,35680293.0,Itaúna,,Rua Joaquim Francisco Mourão,MG,[]
37410000,,,,,,,,,[]
36032620,-21.7923574,-43.3546217,Ipiranga,36032620.0,Juiz de Fora,,Rua José Cerqueira,MG,[]
32210165,-19.9510994,-44.030823,Cidade Industrial,32210165.0,Contagem,,Avenida Cinco,MG,[]
31110750,-19.8992825,-43.9425711,Concórdia,31110750.0,Belo Horizonte,,Rua Piraí,MG,[]
35774000,,,,35774000.0,Paraopeba,,,MG,[]
39707000,,,,39707000.0,São José do Jacuri,,,MG,[]
32600816,-19.9805072,-44.2029512,Morada do Trevo,32600816.0,Betim,,Avenida Samuel Gonçalves Filho,MG,[]
30455610,-19.9701988,-43.96479779999999,Estoril,30455610.0,Belo Horizonte,- até 1923/1924,Avenida Professor Mário Werneck,MG,[]
35600000,,,,35600000.0,Bom Despacho,,,MG,[]
31110640,-16.3856995,-46.9059109,Concórdia,31110640.0,Belo Horizonte,- até 900/901,Rua Tamboril,MG,[]
39360000,,,,39360000.0,Lagoa dos Patos,,,MG,[]
38442206,-19.9096931,-44.1206164,Goiás,38442206.0,Araguari,,Rua Três,MG,[]
39398000,,,,39398000.0,Olhos D'Água,,,MG,[]
35502811,-20.113875600000004,-44.9050953,Serra Verde,35502811.0,Divinópolis,,Rua Amadeu Silva,MG,[]
36820000,,,,36820000.0,Divino,,,MG,[]
30190030,-19.9350952,-44.1076323,Centro,30190030.0,Belo Horizonte,,Rua Goiás,MG,[]
36475000,,,,36475000.0,Presidente Bernardes,,,MG,[]
35041390,-19.8667897,-44.0251126,Vila do Sol,35041390.0,Governador Valadares,,Rua Marataízes,MG,[]
38720000,,,,38720000.0,Lagoa Formosa,,,MG,[]
35450970,-21.1406524,-44.2582988,Centro,35450970.0,Itabirito,,Praça Doutor Guilherme 272,MG,[]
35590000,,,,35590000.0,Lagoa da Prata,,,MG,[]
32341620,-19.9348502,-44.05833,Parque Belo Horizonte Industrial,32341620.0,Contagem,,Rua Irecê,MG,[]
39508000,,,,39508000.0,Jaíba,,,MG,[]
32280640,-19.9096931,-44.1206164,Riacho das Pedras,32280640.0,Contagem,(Cj Columbia),Rua Três,MG,[]
39815000,,,,39815000.0,Itaipé,,,MG,[]
32050070,-19.8205357,-44.1461971,Nova Contagem,32050070.0,Contagem,,Rua VC-5,MG,[]
37120000,,,,37120000.0,Paraguaçu,,,MG,[]
39230000,,,,39230000.0,Buenópolis,,,MG,[]
38410447,,,São Jorge,38410447.0,Uberlândia,(Campo Alegre),Rua José Leoni Segalla,MG,[]
37262000,,,,37262000.0,Santo Antônio do Amparo,,,MG,[]
39878000,,,,39878000.0,Umburatiba,,,MG,[]
36146000,,,,36146000.0,Santana do Garambéu,,,MG,[]
39280000,,,,39280000.0,Buritizeiro,,,MG,[]
36370000,,,,36370000.0,Nazareno,,,MG,[]
38073177,-19.737181,-47.8860038,Conjunto Uberaba,38073177.0,Uberaba,,Rua Hélio Santos,MG,[]
39401155,-16.6957065,-43.8728154,Santos Reis,39401155.0,Montes Claros,- até 723/724,Rua Geraldino Machado,MG,[]
32641632,-20.034161,-44.2294102,Citrolândia,32641632.0,Betim,,Rua Edson Barbosa,MG,[]
38402245,-18.8907419,-48.2627815,Marta Helena,38402245.0,Uberlândia,- de 1645/1646 ao fim,Rua Alagoas,MG,[]
37440000,,,,37440000.0,Caxambu,,,MG,[]
38408092,-18.9209389,-48.25368889999999,Santa Mônica,38408092.0,Uberlândia,,Avenida Lázara Alves Ferreira,MG,[]
35030010,-18.8907419,-48.2627815,Lourdes,35030010.0,Governador Valadares,,Rua Alagoas,MG,[]
37530000,,,,37530000.0,Brazópolis,,,MG,[]
39300970,-16.1271435,-45.7388803,Centro,39300970.0,São Francisco,,Avenida Montes Claros 660,MG,[]
37502146,-22.4377461,-45.4565196,Medicina,37502146.0,Itajubá,,Rua Doutor Evaristo Cabral Renno,MG,[]
35043520,-19.857949800000004,-44.0153101,Vila Isa,35043520.0,Governador Valadares,,Rua Santa Tereza,MG,[]
37980000,,,,37980000.0,Cássia,,,MG,[]
35258000,,,,35258000.0,São Geraldo do Baixio,,,MG,[]
36680970,,,Centro,36680970.0,São João Nepomuceno,,Rua Doutor Péricles Vieira de Mendonça 66,MG,[]
32606670,-19.9115189,-43.9649605,Conjunto Habitacional Homero Gil,32606670.0,Betim,,Rua Bom Sucesso,MG,[]
31814470,-22.2763779,-46.3930015,Aarão Reis,31814470.0,Belo Horizonte,,Avenida Nossa Senhora da Piedade,MG,[]
35931028,-19.4902814,-42.5116466,Vera Cruz,35931028.0,João Monlevade,,Rua Plutão,MG,[]
38401160,,,Presidente Roosevelt,38401160.0,Uberlândia,,Rua Judith Moreira,MG,[]
38410552,-18.9398647,-48.2457168,Granada,38410552.0,Uberlândia,,Rua Porto Primavera,MG,[]
36680000,,,,36680000.0,São João Nepomuceno,,,MG,[]
35501581,-19.9193963,-44.1013991,Jardinópolis,35501581.0,Divinópolis,,Rua Pequi,MG,[]
37150000,,,,37150000.0,Carmo do Rio Claro,,,MG,[]
39205000,,,,39205000.0,Três Marias,,,MG,[]
38412208,-19.9735977,-44.053943,Cidade Jardim,38412208.0,Uberlândia,,Rua dos Cravos,MG,[]
31630000,-19.797825600000003,-43.9515728,Serra Verde (Venda Nova),31630000.0,Belo Horizonte,,Avenida Leontino Francisco Alves,MG,[]
35494000,,,,35494000.0,Desterro de Entre Rios,,,MG,[]
36091060,-21.7029688,-43.4422222,Nova Benfica,36091060.0,Juiz de Fora,,Rua Cássio Vieira Marques,MG,[]
33600971,,,Centro,33600971.0,Pedro Leopoldo,,Avenida Juventino Dias 127,MG,[]
32215130,-19.9631505,-44.0143889,Jardim Industrial,32215130.0,Contagem,,Rua Dona Maria da Conceicão,MG,[]
36640000,,,,36640000.0,Mar de Espanha,,,MG,[]
35661159,,,Providência,35661159.0,Pará de Minas,,Rua Tocantis,MG,[]
35930218,-19.8874927,-44.0919561,José Elói,35930218.0,João Monlevade,,Rua Antônio Dias,MG,[]
38441160,-18.6637243,-48.2088509,Brasília,38441160.0,Araguari,,Avenida Comissão Crulls,MG,[]
39401487,-19.8972072,-43.9493059,Monte Alegre,39401487.0,Montes Claros,,Rua Jequitai,MG,[]
30350160,-19.945256,-43.9459898,Santo Antônio,30350160.0,Belo Horizonte,,Rua Marabá,MG,[]
30692130,-19.9096931,-44.1206164,Itaipu (Barreiro),30692130.0,Belo Horizonte,,Rua Três,MG,[]
37502140,-22.435634,-45.4580784,Medicina,37502140.0,Itajubá,,Rua Comendador João Carneiro,MG,[]
32671550,-19.9163402,-44.1287698,Jardim Brasília,32671550.0,Betim,,Rua Vinte,MG,[]
36740000,,,,36740000.0,Recreio,,,MG,[]
35500001,-19.9350952,-44.1076323,Centro,35500001.0,Divinópolis,- até 1757 - lado ímpar,Rua Goiás,MG,[]
35681260,-20.0942581,-44.6161818,Itaunense II,35681260.0,Itaúna,,Rua Joaquim Soares Nogueira,MG,[]
35930158,-19.8047925,-43.179520200000006,Rosário,35930158.0,João Monlevade,,Rua Hidelbrando Santana,MG,[]
35669000,,,,35669000.0,Papagaios,,,MG,[]
39650000,,,,39650000.0,Minas Novas,,,MG,[]
34590100,-19.9722306,-44.0304024,Nações Unidas,34590100.0,Sabará,,Rua Equador,MG,[]
31870290,-19.8472443,-43.9033823,Ouro Minas,31870290.0,Belo Horizonte,,Rua dos Jacobinos,MG,[]
30628180,-20.0108841,-44.009448,Solar do Barreiro (Barreiro),30628180.0,Belo Horizonte,,Rua Antônio Eustáquio Pinheiro,MG,[]
39890000,,,,39890000.0,Joaíma,,,MG,[]
37706040,-21.7987094,-46.505418,Jardim Campos Elísios,37706040.0,Poços de Caldas,,Rua Hélio Brandão Dias,MG,[]
35220000,,,,35220000.0,Itueta,,,MG,[]
36157000,,,,36157000.0,Piau,,,MG,[]
