,bairro,cep,cidade,complemento2,end,uf,unidadesPostagem
37701147,Jardim Santa Rita,37701147,Poços de Caldas,,Rua José Augusto Resende,MG,[]
33820080,Veneza,33820080,Ribeirão das Neves,,Rua Maria Adelaide,MG,[]
38031000,Parque São Geraldo,38031000,Uberaba,- de 1101/1102 a 2999/3000,Avenida Coronel Joaquim de Oliveira Prata,MG,[]
39402105,Camilo Prates,39402105,Montes Claros,,Rua G,MG,[]
35335000,,35335000,São Domingos das Dores,,,MG,[]
35059090,Santa Helena,35059090,Governador Valadares,,Avenida Raimundo Albergaria,MG,[]
39980000,,39980000,Cachoeira de Pajeú,,,MG,[]
38181112,Salomão Drumond,38181112,Araxá,,Rua Dario de Castro Alves,MG,[]
38701534,Nossa Senhora de Fátima,38701534,Patos de Minas,,Rua Aracaju,MG,[]
37240000,,37240000,Luminárias,,,MG,[]
33840120,Rosaneves,33840120,Ribeirão das Neves,,Rua das Palmas,MG,[]
33933260,Botafogo (Justinópolis),33933260,Ribeirão das Neves,,Avenida Niemeyer,MG,[]
30390450,Olhos D'Água,30390450,Belo Horizonte,,Rua Vinte e Um de Abril,MG,[]
30110064,Barro Preto,30110064,Belo Horizonte,- de 9018 a 9454 - lado par,Avenida do Contorno,MG,[]
37500010,Centro,37500010,Itajubá,,Rua Professor Leon Pamplona Oliveira,MG,[]
35047015,Cidade Jardim,35047015,Governador Valadares,,Rua Dois,MG,[]
37500050,Centro,37500050,Itajubá,- de 485/486 ao fim,Rua Coronel Renno,MG,[]
38412868,Jardim Holanda,38412868,Uberlândia,,Alameda Anna Mendonça Rodrigues,MG,[]
37701464,Santa Ângela,37701464,Poços de Caldas,,Rua Manoel Inácio Junqueira,MG,[]
31535495,Rio Branco,31535495,Belo Horizonte,,Rua de Pedestre F,MG,[]
35199000,,35199000,Vargem Alegre,,,MG,[]
31615450,Cenáculo,31615450,Belo Horizonte,,Rua Heracles,MG,[]
35012240,Vila Mariana,35012240,Governador Valadares,,Avenida São Paulo,MG,[]
36013050,Centro,36013050,Juiz de Fora,- de 401/402 a 649/650,Rua Benjamin Constant,MG,[]
38880000,,38880000,Tiros,,,MG,[]
38300100,Camargo,38300100,Ituiutaba,,Travessa Mato Grosso,MG,[]
30280430,Pompéia,30280430,Belo Horizonte,,Rua Antônio Justino,MG,[]
37701410,Vila Cruz,37701410,Poços de Caldas,,Rua Sílvio de Oliveira,MG,[]
38700219,Cristo Redentor,38700219,Patos de Minas,,Rua Ceará,MG,[]
36032570,Ipiranga,36032570,Juiz de Fora,,Rua Ilva Pinto Machado,MG,[]
37468000,,37468000,Pouso Alto,,,MG,[]
35582970,Centro,35582970,Pains,,Praça Tonico Rabelo 193,MG,[]
31150200,Cachoeirinha,31150200,Belo Horizonte,,Rua Manicoré,MG,[]
35323000,,35323000,Imbé de Minas,,,MG,[]
39800561,Bela Vista,39800561,Teófilo Otoni,,Rua Vital Soriano de Souza,MG,[]
31610620,Minascaixa,31610620,Belo Horizonte,,Rua José Avelino Souza,MG,[]
36030590,Jardim de Alá,36030590,Juiz de Fora,,Rua Jerônimo Rocha,MG,[]
38408258,Santa Mônica,38408258,Uberlândia,,Rua Francisco Antônio de Oliveira,MG,[]
31015100,Santa Tereza,31015100,Belo Horizonte,,Rua Itacolomito,MG,[]
36520000,,36520000,Visconde do Rio Branco,,,MG,[]
30610250,Indústrias I (Barreiro),30610250,Belo Horizonte,,Rua Dario Faria Tavares,MG,[]
38401000,Presidente Roosevelt,38401000,Uberlândia,,Praça João Jorge Coury,MG,[]
32140230,Jardim Laguna,32140230,Contagem,,Rua Oiti,MG,[]
30710080,Carlos Prates,30710080,Belo Horizonte,,Rua Entre Rios,MG,[]
35547000,,35547000,Carmo da Mata,,,MG,[]
35701254,Santo Antônio,35701254,Sete Lagoas,,Rua Elias José Elian,MG,[]
36036270,São Pedro,36036270,Juiz de Fora,,Rua Engenheiro Leger Palmer,MG,[]
39400410,Santa Rita I,39400410,Montes Claros,- até 559/560,Avenida dos Militares,MG,[]
31035320,Sagrada Família,31035320,Belo Horizonte,,Rua Santo Amaro,MG,[]
37925000,,37925000,Piumhi,,,MG,[]
35681510,Centro,35681510,Itaúna,,Rua Tiradentes,MG,[]
35700323,Canaã,35700323,Sete Lagoas,,Rua Vitória,MG,[]
35500002,Centro,35500002,Divinópolis,- lado par,Avenida Primeiro de Junho,MG,[]
36204230,Santo Antônio,36204230,Barbacena,,Rua Demétrio Ribeiro,MG,[]
39401258,Eldorado,39401258,Montes Claros,,Rua Novo Horizonte,MG,[]
35162263,Bom Jardim,35162263,Ipatinga,- até 1045/1046,Avenida Flores,MG,[]
36083003,Milho Branco,36083003,Juiz de Fora,,Rua F,MG,[]
39818000,,39818000,Padre Paraíso,,,MG,[]
38412396,Jardim Canaã,38412396,Uberlândia,,Rua Tamar,MG,[]
36893000,,36893000,Miradouro,,,MG,[]
37705112,Jardim das Azaléias,37705112,Poços de Caldas,,Rua Cláudio Pereira Marques,MG,[]
36070140,Aracy,36070140,Juiz de Fora,- até 310/311,Rua Luiz José Esteves,MG,[]
32285060,Monte Castelo,32285060,Contagem,,Rua Cocal,MG,[]
36190000,,36190000,Mercês,,,MG,[]
30140071,Boa Viagem,30140071,Belo Horizonte,- de 971/972 a 1399/1400,Rua dos Aimorés,MG,[]
31660300,Mantiqueira,31660300,Belo Horizonte,,Rua Djalma da Silva,MG,[]
31250050,Aparecida Sétima Seção,31250050,Belo Horizonte,,Rua Santa Judite,MG,[]
38045040,Parque das Américas,38045040,Uberaba,,Rua Professor Eurípedes Barsanulfo,MG,[]
39870000,,39870000,Fronteira dos Vales,,,MG,[]
38810000,,38810000,Rio Paranaíba,,,MG,[]
35701568,Interlagos II,35701568,Sete Lagoas,,Rua Lino Alves de Souza,MG,[]
30580470,Betânia,30580470,Belo Horizonte,,Rua Claraval,MG,[]
37563000,,37563000,Tocos do Moji,,,MG,[]
37704219,São José,37704219,Poços de Caldas,,Travessa José Francisco,MG,[]
38970000,,38970000,Campos Altos,,,MG,[]
35010220,Centro,35010220,Governador Valadares,,Rua Quintino Bocaiúva,MG,[]
31320610,Engenho Nogueira,31320610,Belo Horizonte,,Rua Engenho do Sol,MG,[]
37502000,São Vicente,37502000,Itajubá,,Rua Padre José Joaquim Santana,MG,[]
39540000,,39540000,São João do Paraíso,,,MG,[]
39630000,,39630000,Virgem da Lapa,,,MG,[]
31742517,Jardim Felicidade,31742517,Belo Horizonte,,Beco Vinte e Sete-E,MG,[]
31010220,Santa Tereza,31010220,Belo Horizonte,,Rua Mármore,MG,[]
38301048,São José,38301048,Ituiutaba,,Rua Doutor Álvaro Brandão Andrade,MG,[]
31340630,Bandeirantes (Pampulha),31340630,Belo Horizonte,,Rua Parma,MG,[]
31748010,Satélite,31748010,Belo Horizonte,,Rua Geraldo Serafim,MG,[]
35300219,Santa Cruz,35300219,Caratinga,,Rua João Pipote,MG,[]
36773668,Leonardo,36773668,Cataguases,,Rua Antônio Augusto Souza Filho,MG,[]
35164238,Jardim Panorama,35164238,Ipatinga,,Rua Serra do Mar,MG,[]
37706038,Jardim Campos Elísios,37706038,Poços de Caldas,,Rua Geraldo Guedes Medina - Grané,MG,[]
35300188,Santa Cruz,35300188,Caratinga,- de 594/595 ao fim,Rua Doutor Maninho,MG,[]
37920000,,37920000,São João Batista do Glória,,,MG,[]
30140090,Funcionários,30140090,Belo Horizonte,- até 579/580,Rua Gonçalves Dias,MG,[]
37476000,,37476000,Cristina,,,MG,[]
36031100,Ipiranga,36031100,Juiz de Fora,,Avenida Darcy Vargas,MG,[]
32140650,Novo Progresso,32140650,Contagem,,Rua Aquidauana,MG,[]
31170470,União,31170470,Belo Horizonte,,Rua Otávio Otoni,MG,[]
38400116,Centro,38400116,Uberlândia,,Travessa Cascalho Rico,MG,[]
30111000,Centro,30111000,Belo Horizonte,,Rua do Acre,MG,[]
38406286,Jardim Ipanema,38406286,Uberlândia,,Rua Ocidental,MG,[]
39530000,,39530000,Rio Pardo de Minas,,,MG,[]
35170001,Centro,35170001,Coronel Fabriciano,,Rua Doutor Querubino,MG,[]
35668000,,35668000,Conceição do Pará,,,MG,[]
31270360,Jaraguá,31270360,Belo Horizonte,,Rua Bacupã,MG,[]
37010700,Vila Pinto,37010700,Varginha,,Rua Honduras,MG,[]
38447208,Santa Terezinha,38447208,Araguari,,Rua Helena Calixto Vieira,MG,[]
35367000,,35367000,Matipó,,,MG,[]
35785000,,35785000,Santana de Pirapama,,,MG,[]
30570670,Havaí,30570670,Belo Horizonte,,Rua Barroso Neto,MG,[]
32215200,Jardim Industrial,32215200,Contagem,,Rua Andorinhas,MG,[]
38414456,Mansour,38414456,Uberlândia,,Rua Rio Salado,MG,[]
35701217,Iporanga,35701217,Sete Lagoas,,Rua João Alves França,MG,[]
38412639,Nova Uberlândia,38412639,Uberlândia,,Avenida dos Jardins,MG,[]
37704222,São José,37704222,Poços de Caldas,,Rua dos Lírios,MG,[]
30240090,Nossa Senhora da Conceição,30240090,Belo Horizonte,,Rua Doutor Camilo Antônio Nogueira,MG,[]
35180073,Quitandinha,35180073,Timóteo,- de 22/23 ao fim,Avenida Senador Milton Campos,MG,[]
30666640,Independência (Barreiro),30666640,Belo Horizonte,,Rua C,MG,[]
38703062,Valparaíso,38703062,Patos de Minas,,Rua Tonho da Nena,MG,[]
33900430,São Januário (Justinópolis),33900430,Ribeirão das Neves,,Rua Otília Magalhães,MG,[]
38010390,Centro,38010390,Uberaba,,Rua Silva Jardim,MG,[]
35920000,,35920000,Nova Era,,,MG,[]
39623000,,39623000,Tuparecê (Medina),,,MG,[]
38407360,Morumbi,38407360,Uberlândia,,Rua do Quero-Quero,MG,[]
37790000,,37790000,Ibitiúra de Minas,,,MG,[]
32060150,Tupã,32060150,Contagem,,Rua Clóvis Antônio de Freitas,MG,[]
38960000,,38960000,Pratinha,,,MG,[]
38400656,Brasil,38400656,Uberlândia,- de 157/158 a 1569/1570,Rua São Paulo,MG,[]
39317000,,39317000,Pintópolis,,,MG,[]
36051320,Santa Rita de Cássia,36051320,Juiz de Fora,,Rua José Vicente,MG,[]
30690810,Lindéia (Barreiro),30690810,Belo Horizonte,,Rua Wilma de Andrade,MG,[]
39893972,Centro,39893972,Monte Formoso,,Rua José Pinheiro 292,MG,[]
38400470,Osvaldo Rezende,38400470,Uberlândia,,Rua Monte Carmelo,MG,[]
35700061,Santa Luzia,35700061,Sete Lagoas,,Rua João de Paula França,MG,[]
32611308,Icaivera,32611308,Betim,,Rua Seixojora,MG,[]
33016050,Maria Adélia,33016050,Santa Luzia,,Rua Araras,MG,[]
38413201,Planalto,38413201,Uberlândia,,Rua do Marceneiro,MG,[]
39403073,Maracanã,39403073,Montes Claros,,Rua do Botafogo,MG,[]
32676204,Nova Baden,32676204,Betim,- até 198/199,Avenida Guadalupe,MG,[]
32235190,Industrial,32235190,Contagem,,Rua Carlos Chagas,MG,[]
36050560,Marumbi,36050560,Juiz de Fora,,Rua Alexandre Fazzi,MG,[]
36834000,,36834000,Caparaó,,,MG,[]
30710380,Carlos Prates,30710380,Belo Horizonte,,Rua Campos Gerais,MG,[]
30855200,Califórnia,30855200,Belo Horizonte,,Rua Visconde de Mauá,MG,[]
32371120,Água Branca,32371120,Contagem,,Rua São Marcos,MG,[]
35444000,,35444000,Amparo da Serra,,,MG,[]
31812260,Minaslândia (P Maio),31812260,Belo Horizonte,,Rua Jornalista Laércio Campos,MG,[]
30662090,Tirol (Barreiro),30662090,Belo Horizonte,,Rua Bráulio Gomes Nogueira,MG,[]
35660422,Vila Sinhô,35660422,Pará de Minas,,Rua Padre Evaristo,MG,[]
36092470,Novo Triunfo,36092470,Juiz de Fora,,Rua Madre Teresa de Calcutá,MG,[]
31744705,Mariquinhas,31744705,Belo Horizonte,,Rua Barretos,MG,[]
33120180,Asteca (São Benedito),33120180,Santa Luzia,,Alameda Ibirapuera,MG,[]
33065000,Bonanza,33065000,Santa Luzia,,Estrada do Bananal,MG,[]
35162426,Vila Formosa,35162426,Ipatinga,,Rua Tubarão,MG,[]
36083430,Jardim Natal,36083430,Juiz de Fora,,Rua Felippe José,MG,[]
38412108,Cidade Jardim,38412108,Uberlândia,,Rua dos Pardais,MG,[]
34400000,,34400000,Raposos,,,MG,[]
38031150,Parque São Geraldo,38031150,Uberaba,,Rua São Lucas,MG,[]
35582000,,35582000,Pains,,,MG,[]
38080110,Residencial Estados Unidos,38080110,Uberaba,,Rua Olímpia,MG,[]
28495000,,28495000,Aperibé,,,RJ,[]
38412080,Tubalina,38412080,Uberlândia,,Rua São Francisco Xavier,MG,[]
35960970,Centro,35960970,Santa Bárbara,,Rua Antônio Pereira Rocha 140,MG,[]
31840170,Guarani,31840170,Belo Horizonte,,Rua Aniry,MG,[]
36955000,,36955000,Mutum,,,MG,[]
35162539,Bom Jardim,35162539,Ipatinga,,Rua Esporinha,MG,[]
35162314,Esperança,35162314,Ipatinga,,Rua Begônia,MG,[]
30830610,Alípio de Melo,30830610,Belo Horizonte,- até 514/515,Rua Leonil Prata,MG,[]
30882740,Serrano,30882740,Belo Horizonte,,Rua Geraldo de Lima Viana,MG,[]
35180001,Núcleo Industrial,35180001,Timóteo,"- do km 195,000 ao km 196,000",Rodovia BR-381,MG,[]
38408228,Santa Mônica,38408228,Uberlândia,,Rua Antônio Salviano de Rezende,MG,[]
35930435,Vila Tanque,35930435,João Monlevade,- até 1301/1302,Avenida Contorno,MG,[]
30642050,Barreiro,30642050,Belo Horizonte,,Rua São Domingos,MG,[]
32050359,Estaleiro,32050359,Contagem,,Rua Esperança,MG,[]
35500201,São Luís,35500201,Divinópolis,,Rua Guarani,MG,[]
35370000,,35370000,Rio Casca,,,MG,[]
38140000,,38140000,Prata,,,MG,[]
35663504,Prefeito Walter Martins Ferreira,35663504,Pará de Minas,,Rua Alice Teixeira Vilaça Peixoto,MG,[]
31680010,Maria Helena,31680010,Belo Horizonte,,Rua Dona Conceição Martins,MG,[]
31230770,Aparecida,31230770,Belo Horizonte,,Rua Cantagalo,MG,[]
38056010,Conjunto Alfredo Freire,38056010,Uberaba,,Avenida Alceu Lyrio,MG,[]
35230000,,35230000,Resplendor,,,MG,[]
35300106,Limoeiro,35300106,Caratinga,,Rua Raimunda Lopes da Cunha,MG,[]
32671400,Parque das Indústrias,32671400,Betim,,Rua Serafim Carvalho,MG,[]
35059470,Santa Helena,35059470,Governador Valadares,,Rua São João Del Rey,MG,[]
30220270,Serra,30220270,Belo Horizonte,,Rua Oriente,MG,[]
38026340,Nossa Senhora da Abadia,38026340,Uberaba,- de 1101/1102 ao fim,Rua Vigário Carlos,MG,[]
38408208,Santa Mônica,38408208,Uberlândia,,Rua Delmira Cândida Rodrigues da Cunha,MG,[]
39801301,Matinha,39801301,Teófilo Otoni,,Rua Joaquim Martins da Silva,MG,[]
39401884,Eldorado,39401884,Montes Claros,,Rua Valdir Gomes Costa,MG,[]
36340000,,36340000,Resende Costa,,,MG,[]
36426000,,36426000,Cristiano Otoni,,,MG,[]
35053580,Mãe de Deus,35053580,Governador Valadares,,Rua Sanitária,MG,[]
39470000,,39470000,Itacarambi,,,MG,[]
38410108,Residencial Viviane,38410108,Uberlândia,,Rua Alabor Alves dos Santos,MG,[]
32670402,Betim Industrial,32670402,Betim,- até 348/349,Rua Contagem,MG,[]
38030410,Leblon,38030410,Uberaba,- até 249/0250,Rua São Pedro,MG,[]
32673332,Jardim das Alterosas - 2ª Seção,32673332,Betim,,Rua Avenca,MG,[]
39400235,Renascença,39400235,Montes Claros,,Rua Menino Jesus de Praga,MG,[]
35300131,Nossa Senhora Aparecida,35300131,Caratinga,,Rua Arnout Monteiro,MG,[]
38401772,Santa Rosa,38401772,Uberlândia,,Rua Maria Amélia Carrijo,MG,[]
38440222,Centro,38440222,Araguari,,Rua Rui Barbosa,MG,[]
39490000,,39490000,Bonito de Minas,,,MG,[]
37502300,Anhumas,37502300,Itajubá,,Estrada Anhumas,MG,[]
39475000,,39475000,São João das Missões,,,MG,[]
30690310,Lindéia (Barreiro),30690310,Belo Horizonte,,Rua Galdino,MG,[]
39770000,,39770000,Coluna,,,MG,[]
37030560,Pinheiros,37030560,Varginha,,Alameda das Palmeiras,MG,[]
31980430,São Gabriel,31980430,Belo Horizonte,,Rua Canto do Buriti,MG,[]
38046734,Jardim Copacabana,38046734,Uberaba,,Rua Conceição Cardoso,MG,[]
33900400,São Januário (Justinópolis),33900400,Ribeirão das Neves,,Rua Santo Agostinho,MG,[]
36051400,Santa Rita de Cássia,36051400,Juiz de Fora,,Rua Orvile Derby Dutra,MG,[]
38195000,,38195000,Conquista,,,MG,[]
32667464,Santa Cruz,32667464,Betim,- de 350/351 ao fim,Rua Maria de Araújo,MG,[]
38015270,Estados Unidos,38015270,Uberaba,,Rua Professor Terra,MG,[]
35180194,Olaria,35180194,Timóteo,,Rua Antônio Pedro da Silva,MG,[]
37148000,,37148000,Conceição da Aparecida,,,MG,[]
35140000,,35140000,Tarumirim,,,MG,[]
38070050,Boa Vista,38070050,Uberaba,- de 237/238 a 506/507,Rua Espanha,MG,[]
31035240,Horto Florestal,31035240,Belo Horizonte,,Rua Flausina de Souza,MG,[]
31742412,Jardim Felicidade,31742412,Belo Horizonte,,Rua Vagner da Silva Marques,MG,[]
38413030,Jaraguá,38413030,Uberlândia,,Rua dos Angicos,MG,[]
36730000,,36730000,Pirapetinga,,,MG,[]
34518060,Pompeu,34518060,Sabará,,Rua José Vaz Pedrosa,MG,[]
32183610,Vale das Amendoeiras,32183610,Contagem,,Rua Quatro,MG,[]
32603152,Santa Inês,32603152,Betim,- até 498/499,Rua Ferroviária,MG,[]
30431265,Nova Granada,30431265,Belo Horizonte,- de 801/802 ao fim,Rua Maria Macedo,MG,[]
38170000,,38170000,Perdizes,,,MG,[]
38406052,Aclimação,38406052,Uberlândia,,Avenida Sebastião Manoel Barbosa,MG,[]
37704284,Jardim Country Club,37704284,Poços de Caldas,- até 545/546,Avenida Monsenhor Alderigi,MG,[]
30642225,Santa Helena (Barreiro),30642225,Belo Horizonte,- de 1221/1222 ao fim,Rua Joaquim de Figueiredo,MG,[]
31370590,Trevo,31370590,Belo Horizonte,,Rua Niágara,MG,[]
38400442,Osvaldo Rezende,38400442,Uberlândia,,Rua Eduardo Marquez,MG,[]
32180522,Estrela Dalva,32180522,Contagem,,Rua José Mariano,MG,[]
36790000,,36790000,Miraí,,,MG,[]
32670508,Dom Bosco,32670508,Betim,,Rua Domingos Belém,MG,[]
33120260,Asteca (São Benedito),33120260,Santa Luzia,,Rua Pochoréu,MG,[]
37704238,São José,37704238,Poços de Caldas,,Rua João Batista Verola,MG,[]
30431018,Alto Barroca,30431018,Belo Horizonte,- de 462 a 848 - lado par,Rua Canaã,MG,[]
35032630,Lourdes,35032630,Governador Valadares,- até 899/900,Rua Quintiliano Costa,MG,[]
35052035,Mãe de Deus,35052035,Governador Valadares,,Rua Imaculada Conceição,MG,[]
36051180,Bonfim,36051180,Juiz de Fora,,Rua Ouro Fino,MG,[]
31748323,Jaqueline,31748323,Belo Horizonte,,Rua Carlos Romeu,MG,[]
35164291,Veneza,35164291,Ipatinga,,Avenida Londrina,MG,[]
38400977,Brasil,38400977,Uberlândia,,Avenida Floriano Peixoto 3232,MG,[]
39404684,Jardim Planalto,39404684,Montes Claros,,Rua E,MG,[]
32050806,Vila Nova Esperança,32050806,Contagem,,Rua Principal,MG,[]
32180350,Tijuca,32180350,Contagem,,Rua Guaxupé,MG,[]
39800127,Centro,39800127,Teófilo Otoni,,Avenida Francisco Sá,MG,[]
30690670,Lindéia (Barreiro),30690670,Belo Horizonte,,Rua Pedro Ramos Cruz,MG,[]
33830310,Vale das Acácias,33830310,Ribeirão das Neves,,Alameda das Aroeiras,MG,[]
32241000,Flamengo,32241000,Contagem,,Rua Camilo Schiara,MG,[]
32676655,São Cristóvão,32676655,Betim,- de 601 a 1199 - lado ímpar,Avenida Tapajós,MG,[]
35500315,Danilo Passos,35500315,Divinópolis,,Rua Orozimbo Chagas,MG,[]
35930357,Loanda,35930357,João Monlevade,,Avenida Isaac Cassimiro Gomes,MG,[]
31565170,Santa Branca,31565170,Belo Horizonte,,Rua São João da Lagoa,MG,[]
38414574,Jardim Europa,38414574,Uberlândia,,Rua Genebra,MG,[]
36046220,Nossa Senhora das Graças,36046220,Juiz de Fora,,Galeria Francisco Moreira Guedes,MG,[]
38022100,São Benedito,38022100,Uberaba,,Rua São Benedito,MG,[]
38304222,Independência,38304222,Ituiutaba,,Rua Austem Drumond dos Santos,MG,[]
35700231,São Dimas,35700231,Sete Lagoas,- até 1334/1335,Rua Pedra Grande,MG,[]
32143490,Morada Nova,32143490,Contagem,,Rua Sete,MG,[]
39403210,Major Prates,39403210,Montes Claros,,Rua Noé Luiz Soares,MG,[]
35501490,João Antônio Gonçalves,35501490,Divinópolis,,Rua Ascendino Campos,MG,[]
31730370,Campo Alegre,31730370,Belo Horizonte,,Rua Cipriano Barata,MG,[]
35931205,Santo Hipólito,35931205,João Monlevade,,Rua Luiz Gonzaga,MG,[]
35681312,Parque Jardim Santanense,35681312,Itaúna,,Rua Ênio Pereira de Carvalho,MG,[]
33115180,Baronesa (São Benedito),33115180,Santa Luzia,,Rua China,MG,[]
36060570,Linhares,36060570,Juiz de Fora,,Rua Professor Raimundo Tavares,MG,[]
31744157,Vila Cloris,31744157,Belo Horizonte,,Praça das Andorinhas,MG,[]
39400050,Centro,39400050,Montes Claros,,Rua Coronel Antônio dos Anjos,MG,[]
30530080,Alto dos Pinheiros,30530080,Belo Horizonte,,Rua Barão de Leopoldina,MG,[]
30775390,Caiçaras,30775390,Belo Horizonte,,Rua José Alves da Silva,MG,[]
39401000,Santo Expedito,39401000,Montes Claros,,Praça Santo Expedito,MG,[]
39705000,,39705000,São João Evangelista,,,MG,[]
35700167,Chácara do Paiva,35700167,Sete Lagoas,,Rua Nestor de Andrade,MG,[]
31320060,Ouro Preto,31320060,Belo Horizonte,,Rua Sérgio Miranda Moreira,MG,[]
39397000,,39397000,Guaraciama,,,MG,[]
31842700,Tupi B,31842700,Belo Horizonte,,Rua Marta Costa da Silva,MG,[]
32341080,Novo Eldorado,32341080,Contagem,,Rua Guará,MG,[]
36870000,,36870000,Barão de Monte Alto,,,MG,[]
39401259,Santa Eugênia,39401259,Montes Claros,,Rua Ana Ferreira Antunes,MG,[]
35700308,Canaã,35700308,Sete Lagoas,,Rua Maceió,MG,[]
30411298,Calafate,30411298,Belo Horizonte,- até 449/450,Rua Monsenhor Horta,MG,[]
31360090,Santa Terezinha,31360090,Belo Horizonte,,Rua Dona Carmem,MG,[]
32285180,Monte Castelo,32285180,Contagem,- de 1109/1110 ao fim,Rua Padre José Maria de Man,MG,[]
38410338,São Jorge,38410338,Uberlândia,,Rua Monte Pascoal,MG,[]
32185420,Bom Jesus,32185420,Contagem,,Rua Rita Camargos,MG,[]
30626010,Brasil Industrial (Barreiro),30626010,Belo Horizonte,,Rua João Batista Belfi,MG,[]
38401460,Maravilha,38401460,Uberlândia,,Rua Dom Bosco,MG,[]
35470000,,35470000,Moeda,,,MG,[]
38180054,São Geraldo,38180054,Araxá,,Rua Pernambuco,MG,[]
30421372,Jardim América,30421372,Belo Horizonte,,Rua Gama Cerqueira,MG,[]
36052180,Grajaú,36052180,Juiz de Fora,,Rua Antônio Coimbra,MG,[]
37400000,,37400000,Campanha,,,MG,[]
33140030,Maria Antonieta Mello Azevedo (São Benedito),33140030,Santa Luzia,,Avenida Modestino Carlos da Rocha Franco,MG,[]
31920600,São Marcos,31920600,Belo Horizonte,,Rua Santa Efigênia,MG,[]
36048420,Parque Independência,36048420,Juiz de Fora,,Rua Doutor José de Castro Azevedo,MG,[]
35184054,Cachoeira do Vale,35184054,Timóteo,,Travessa Bandeirantes,MG,[]
32060120,Tupã,32060120,Contagem,,Avenida Belgas,MG,[]
31010470,Santa Tereza,31010470,Belo Horizonte,- de 23/24 ao fim,Rua Capitão Bragança,MG,[]
39917000,,39917000,Bandeira,,,MG,[]
31980320,São Gabriel,31980320,Belo Horizonte,,Rua Augusto José de Araújo,MG,[]
35681233,Conjunto Habitacional Jadir Marinho,35681233,Itaúna,,Rua Enfermeiro Josias,MG,[]
30692080,Itaipu (Barreiro),30692080,Belo Horizonte,,Rua Ibirapuera,MG,[]
36301030,Bela Vista,36301030,São João Del Rei,,Rua Irmãos Moreira,MG,[]
39458000,,39458000,Verdelândia,,,MG,[]
38706210,Residencial Gramado,38706210,Patos de Minas,,Rua Arlindo Silvério Xavier,MG,[]
33915017,Girassol,33915017,Ribeirão das Neves,,Rua Pequi,MG,[]
35501209,Catalão,35501209,Divinópolis,,Rua São Geraldo,MG,[]
38050030,Santa Maria,38050030,Uberaba,,Rua Santa Catarina,MG,[]
37484000,,37484000,Heliodora,,,MG,[]
31130493,Renascença,31130493,Belo Horizonte,- de 601 a 1059 - lado ímpar,Rua Javari,MG,[]
38183162,Doutor Pedro Pezzuti,38183162,Araxá,,Rua Baltazar Ferreira de Rezende,MG,[]
30624242,Vila Cemig,30624242,Belo Horizonte,,Beco Três A,MG,[]
